"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location,Action Taken
AETC,Group,Inappropriate/Offensive,1,1 Video,Desktop,Removed
AETC,Group,Inappropriate/Offensive,1,1 Video,Shared Drive,Removed
AETC,Group,Unprofessional,35,35 Previous SUPT aircrew patches,Workplace Common Area,Removed
AETC,Group,Inappropriate/Offensive,2,2 Post Cards,Bulletin Board,Removed
AETC,Group,Inappropriate/Offensive,3,3 YouTube Videos,Instructor Desk,Removed
AETC,Group,Inappropriate/Offensive,1,1 Coaster,Instructor Desk,Removed
AETC,Group,Inappropriate/Offensive,1,1 Picture of 1940 Pinup Female,Instructor Desk,Removed
AETC,Group,Inappropriate/Offensive,1,1 Sticker Silhouette of Female in heels in provocative pose,Instructor Desk,Removed
AETC,Group,Inappropriate/Offensive,41,"41 pictures containing humor, some  with females in bikinis",Shared Drive,Removed
AETC,Group,Inappropriate/Offensive,2,Photos of individual with wife/girlfriend (no nudity),Shared Drive,Removed
AETC,Group,Inappropriate/Offensive,2,Photos of individual with wife/girlfriend (swimsuits),Office Desk,Removed
AETC,Group,Inappropriate/Offensive,2,Several Pictures (with captions),Office Desk,Removed
AETC,Group,Inappropriate/Offensive,2,Several Posters (with profanity),Office Desk,Removed
AETC,Group,Inappropriate/Offensive,2,Drawings with captions,Office,Removed
AETC,Group,Inappropriate/Offensive,1,Cartoon/Comic (with profanity),Office,Removed
AETC,Group,Inappropriate/Offensive,1,1 Sign,Offices,Removed
AETC,Group,Inappropriate/Offensive,1,1 Female cartoon lithos,Offices,Removed or Pending (Navy)
AETC,Group,Inappropriate/Offensive,2,Pictures/Murals,Offices,Removed or Pending (Navy)
AETC,Group,Inappropriate/Offensive,4,4 T-Shirts,Offices,Removed or Pending (Navy)
AETC,Group,Unprofessional,1,1 Painted Heritage Patch,Classroom Door,Pending (Navy)
AETC,Group,Inappropriate/Offensive,2,2 e-cards (with profanity),Dorms,Removed/requires painting
AETC,Group,Inappropriate/Offensive,1,1 Bodybuilder picture (male),Stairwell Landing,Removed
AETC,Group,Inappropriate/Offensive,1,1 Calendar,Shared Drive,Requires painting
AETC,Group,Inappropriate/Offensive,2,Pictures/cartoons,"Female Restroom, Student",Removed
AETC,Group,Inappropriate/Offensive,3,3 Graffiti,Common Area,Removed
AETC,Group,Inappropriate/Offensive,1,1 Graduation Video,Office,Removed
AETC,Group,Unprofessional,1,1 Aircraft chock labeled “Loser Block”,Office Computer,Removed
AETC,Group,Unprofessional,2,Aircrew patches,Office,Pending
AETC,Group,Unprofessional,2,Aircrew patches,Men’s restroom stalls,Removed
AETC,Group,Unprofessional,2,Aircrew patches,Shared Drive,Pending/painting
AETC,Group,Unprofessional,2,Aircrew patches,Shared Drive,Removed
AETC,Group,Unprofessional,2,Aircrew patches,Squadron area,Removed
AETC,Squadron,Unprofessional,3,3 Patches,Office,Removed
AETC,Squadron,Inappropriate/Offensive,2,Calendars,Offices,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 “Pimp Cup”,Common Area,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Lewd Cartoon,Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Doll that drops its pants,Hangar,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Motivational Poster,Contractor Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Strip Club Flyer,Contractor Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Lewd Puzzle,Contractor Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Lewd Political Sign,Contractor Office,Removed
AETC,Squadron,Inappropriate/Offensive,2,Posters,Office/Common Areas,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Picture of female (deceased member’s memorial),"",Observed
AETC,Wing,Inappropriate/Offensive,1,1 Photo,Shared Drive,"Removed, deleted"
AETC,Wing,Inappropriate/Offensive,5,5 inappropriate call signs,Office Desk,Retained
AETC,Wing,Inappropriate/Offensive,5,5 inappropriate call signs,Shared Drive,"Removed, deleted"
AETC,Wing,Inappropriate/Offensive,5,5 inappropriate call signs,Office,Removed
AETC,Wing,Inappropriate/Offensive,5,5 inappropriate call signs,Aircraft,"Suggestive, considering removal"
AETC,Wing,Inappropriate/Offensive,1,1 Music file,Computer,"Removed, deleted"
AETC,Squadron,Unprofessional,4,4 Aircrew UPT patches,Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Photo (woman in lingerie),Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Post Card (women in bikinis),Contractor Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Rubber dog feces,Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Action Figure,Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Class Patches,Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Christmas Tree decorated with condoms,Office area,Removed
AETC,Squadron,Inappropriate/Offensive,2,"Several souvenir condoms (“I love NY, etc)",Office,Removed
AETC,Group,Unprofessional,2,Several UPT patches,Office,Removed
AETC,Group,Unprofessional,1,SUPT first dollar ride with suggestive picture on back,Multiple squadrons,Removed
AETC,Group,Unprofessional,1,SUPT first dollar ride with suggestive picture on back,Squadron,Removed
AETC,Squadron,Unprofessional,2,2 Squadron stickers (suggestive illustration),Refrigerator in common area,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Alcohol bottle (decorated with scantily clad women),"",Removed
AETC,Squadron,Unprofessional,1,1 White board with nicknames of squadron FAIPS,Heritage room,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 European license plate,Heritage Room,Removed
AETC,Squadron,Unprofessional,1,1 Dollar ride bill with picture,Shared Drive,"Removed, deleted"
AETC,Squadron,Unprofessional,1,1 Dollar ride bill with picture,Office,Removed
AETC,Squadron,Unprofessional,1,1 Dollar ride bill with picture,Office,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Bumper Sticker,Office,Removed
AETC,Squadron,Inappropriate/Offensive,2,2 Posters,Dorm room wall,Removed
AETC,Group,Unprofessional,1,1 Patch,Training classroom,Removed
AETC,Squadron,Inappropriate/Offensive,2,1 AK round & 45 Round,Instructor Desk,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Retirement announcement,Office cubicle,Removed
AETC,Squadron,Inappropriate/Offensive,2,2 Signs,Office cubicle,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 shopping bag (suggestive),Student dayrooms,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Picture,Student dayroom,Removed
AETC,Squadron,Unprofessional,1,1 patch,Dorm,Removed
AETC,Squadron,Inappropriate/Offensive,2,Several statues with exposed genitalia,Office desk,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 plaque with profanity,Office desk,Removed
AETC,Squadron,Inappropriate/Offensive,2,Romance novels exchanged between female students,Female breakroom exchange box,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Figurine,Contractor computer monitor,Removed
AETC,Squadron,Inappropriate/Offensive,2,2 Picture (suggestive),Walls in hallway,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Book,Military Working Dog area,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Poster,Office,Removed
AETC,Squadron,Inappropriate/Offensive,2,Several Pictures (bodybuilders),Fitness center,Retained
AETC,Squadron,Inappropriate/Offensive,1,1 Deck playing cards (suggestive),Events center,Retained
AETC,Squadron,Inappropriate/Offensive,1,1 Poster (suggestive),PAX Terminal,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Puzzle/Art (suggestive),Customer service area,Removed
AETC,Squadron,Inappropriate/Offensive,2,2 Signs,Office cubicle,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Cup holder (suggestive),Office cubicle,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Birthday card,Office cubicle,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Calendar,Wall in office area,Removed
AETC,Squadron,Inappropriate/Offensive,3,3 Posters,"Office, common area",Removed
AETC,Squadron,Inappropriate/Offensive,1,1 T-shirt,Common area,Removed
AETC,Squadron,Inappropriate/Offensive,1,1 Calendar,Office,Removed
AETC,Group,Inappropriate/Offensive,2,Photos,Office,Removed
AETC,Group,Inappropriate/Offensive,2,Photos,Office,Removed
AETC,Group,Inappropriate/Offensive,2,Photos,Office,Removed
AETC,Group,Inappropriate/Offensive,2,Photos,Shared Drive,Removed
AETC,Group,Inappropriate/Offensive,2,Cartoons,Workplace Common Area,"Removed, destroyed"
AETC,Wing,Inappropriate/Offensive,1,1 Cartoon,Office,Retained
AETC,Wing,Inappropriate/Offensive,1,1 Birthday card,Office,Retained
AETC,Group,Inappropriate/Offensive,1,Graffiti,Day room,Removed
AETC,Group,Unprofessional,1,Jody (questionable lyrics),Female Latrine,Work order to remove
AETC,Group,Unprofessional,1,Jody (questionable lyrics),Shared Drive,Removed
AETC,HQ,Inappropriate/Offensive,2,2 photos (lewd),Shared Drive,"Removed, deleted"
AETC,Wing,Unprofessional,1,1 Patch,Orderly Room,Removed
AETC,Wing,Inappropriate/Offensive,2,Files with photos,Shared Drive,"Removed, deleted"
AETC,Group,Inappropriate/Offensive,3,3 Ceiling Tiles,Ceiling in Room,Removed
AETC,Group,Inappropriate/Offensive,3,3 Class Patches,Walls,Removed
AETC,Group,Inappropriate/Offensive,1,1 Figurine,Shelf,Removed
AETC,Group,Inappropriate/Offensive,1,1 Certificate,Wall,Removed
AETC,Group,Inappropriate/Offensive,1,1 Bumper Sticker,Desk,Removed
AETC,Group,Inappropriate/Offensive,1,1 Poster,Wall,Removed
AETC,Group,Inappropriate/Offensive,1,1 Cartoon Strip,Wall,Removed
AETC,Group,Inappropriate/Offensive,1,1 Calendar,Wall,Removed
AETC,Group,Inappropriate/Offensive,7,7 Pictures,Walls,Removed
AETC,Group,Unprofessional,12,12 Class Pictures,Walls,Removed
AETC,Group,Inappropriate/Offensive,16,16 Pictures,Shared Drive,"Removed, Deleted Files"
AETC,Group,Inappropriate/Offensive,3,3 Videos,Shared Drive,"Removed, Deleted Files"
AETC,Group,Inappropriate/Offensive,13,13 Images,Shared Drive,"Removed, Deleted Files"
AETC,Group,Unprofessional,1,1 Patch,Classroom wall,Removed
AETC,Group,Inappropriate/Offensive,2,Several photos,"Offices, cabinet, walls",Removed
AETC,Group,Unprofessional,1,1 Heritage Room “rules”,Heritage Room,Removed
AETC,Group,Inappropriate/Offensive,1,1 Mug,Desk,Removed
AETC,Group,Inappropriate/Offensive,1,1 Poster,Restroom,Removed
AETC,Group,Inappropriate/Offensive,1,1 Movie,Break room,Removed
AETC,Group,Inappropriate/Offensive,1,1 Picture,Office,Removed
AETC,Group,Inappropriate/Offensive,1,1 Video game,Office,Removed
AETC,Group,Inappropriate/Offensive,2,Several Pictures/Photos,Offices,Removed
AETC,Group,Inappropriate/Offensive,1,1 Mug,"",Removed
AETC,Group,Inappropriate/Offensive,1,1 Calendar,Dorm common area,Removed
AETC,Group,Inappropriate/Offensive,1,1 Poster,Dorm common area,Removed
AETC,Group,Unprofessional,2,2 Plaques,Office,Retained
AETC,Group,Inappropriate/Offensive,2,2 Pictures,Offices,Retained
AETC,Group,Inappropriate/Offensive,2,2 Posters,Offices,Removed
AETC,Group,Inappropriate/Offensive,3,3 Photos,Offices,Removed
AETC,Group,Inappropriate/Offensive,2,Multiple movies,Offices,Removed
AETC,Group,Inappropriate/Offensive,1,1 Newspaper Article,Storage area,Packaging removed
AETC,Group,Inappropriate/Offensive,1,1 DVD,Storage area,Packaging removed
AETC,Group,Inappropriate/Offensive,1,1 Cup,Common area,Retained
AETC,Group,Inappropriate/Offensive,2,Several photos,Common area,Removed
AETC,Group,Inappropriate/Offensive,2,Several Pictures,Common area,Removed
AETC,Group,Inappropriate/Offensive,2,Multiple pictures/photos,Common area,Removed
AETC,Group,Inappropriate/Offensive,1,1 Heritage AF poster (pinup girl),Common area,Removed/retained
AETC,Group,Inappropriate/Offensive,2,2 Signs,Squadron HQ,Removed
AETC,Group,Inappropriate/Offensive,1,1 Poster,Shared Drive,"Removed, deleted"
AETC,Group,Inappropriate/Offensive,2,2 Statues,Heritage room,Retained
AETC,Group,Inappropriate/Offensive,1,1 Picture,Heritage Room,Retained
AETC,Group,Inappropriate/Offensive,1,1 Calendar,Storage area,Removed
AETC,Group,Inappropriate/Offensive,1,1 Decorative Plate,Squadron HQ,Retained
AETC,Group,Inappropriate/Offensive,2,Autographed photos,Squadron HQ,Retained
AETC,Group,Inappropriate/Offensive,2,Photos,Office,Removed
AETC,Wing,Inappropriate/Offensive,6,6 Calendars,Work area,Removed
AETC,Wing,Inappropriate/Offensive,1,1 Poster,Dorm common area,Removed
AETC,Wing,Unprofessional,1,1 Song book,Computer,Removed
AF Safety Center,Center,Inappropriate/Offensive,1,Movie Poster,Office,"Material was borderline unprofessional, so the employee agreed to take it home."
AF Safety Center,Center,Unprofessional,5,5 Commemorative class pictures with colorful language on border,Classroom,"Words were intended to be humorous as notes written by individuals on the borders of the photos, but Division chose to obscure potentially offending language in an abundance of caution."
AF Safety Center,Center,Inappropriate/Offensive,3,3 potentially offensive images on Safety Center Shared drive,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,- Female drawing,Specialist logbook,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,18,- suggestive name (18),Specialist logbook,Censored
AFGSC,Squadron,Unprofessional,1,- Doofer book with pictures and writing of sexually explicit content,Squadron bar,Removed and confiscated
AFGSC,Squadron,Unprofessional,1,- log book cover,Specialist office,Removed and confiscated
AFGSC,Squadron,Unprofessional,1,- Pubic hair in logbook,Specialist office,Removed
AFGSC,Group,Unprofessional,1,Crew Log book (LCC),unprofessional comments,""
AFGSC,Squadron,Inappropriate/Offensive,89,"89x historic nose art photos, nose art is nude or inappropriate",Shared Drive,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,- litho w/ pin up nose art,Specialist office,Removed and confiscated
AFGSC,Group,Inappropriate/Offensive,3,"Aviation art of WWII bombers, Nose art on 3 of the aircraft is of scantily clad women",Hallway and conference room,Removed
AFGSC,Squadron,Inappropriate/Offensive,8,"8x historic nose art photos, nose art displays pin-up type images, 6 with naked women and 2 with women in swim suits",Heritage room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Small nose art calendar with scantily clad women,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Mural of nose art (Southern Comfort)  female fully clothed with legs crossed and pointing towards the ceiling,Men's restroom,Painted over mural
AFGSC,Squadron,Inappropriate/Offensive,5,"5 sexually  suggestive magazines (Maxim, Cosmo)",Suggestive and disrespectful material,Launch Control Center
AFGSC,Squadron,Inappropriate/Offensive,1,Sexually  suggestive magazine (Maxim),Suggestive and disrespectful material,Launch Control Center
AFGSC,Squadron,Inappropriate/Offensive,7,"7 sexually  suggestive magazines (Maxim, FHM, Stuff) dated 2006 and earlier",Suggestive and disrespectful material,"Launch Control Center, hidden in equipment rack"
AFGSC,Squadron,Inappropriate/Offensive,1,Sexually  suggestive magazine (Maxim),Suggestive and disrespectful material,desk
AFGSC,Group,Inappropriate/Offensive,7,"Skin and Ink magazine w/back nudity displaying tattoos (MAF Lounge) -Maxim Mar 11 (FM room) -FHM May 11 (FM room) -MT Grizzly Dance Team poster (Gym)  -MT Grizzly Cheer Squad poster (Gym  -Men's Fitness Dec 12 (LCC)  -Runner's World, several (LCC)",explicit material,""
AFGSC,Group,Inappropriate/Offensive,1,"""Live Wire"" paperback book-very explicit and several sex issue cosmopolitans",explicit material,""
AFGSC,Squadron,Inappropriate/Offensive,3,3 x MAXIM magazines with inappropriate material,Uni-sex latrine,"Owners’ names were on them, removed by owners"
AFGSC,Squadron,Inappropriate/Offensive,1,Maxim magazine with inappropriate material,Men's restroom stall,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,Two Muscle & Body Magazines with  inappropriate markings,Break Area,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,Two Ink Fashion magazines with inappropriate material,Break Area,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,"Hooters Magazine, not pornographic, but contains questionable images",inside the drawer of a common use desk,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,- Several fitness magazines with individuals in provocative garb (not pornographic),Phone operators office,Removed & confiscated
AFGSC,Squadron,Inappropriate/Offensive,2,"- Many magazines (fitness, social) with suggestive covers (non-pornographic)",Waiting room,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,Sexually  suggestive magazine (Men's Health),Suggestive and disrespectful material,Launch Control Center
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Men's Room,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,"",Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Hangar,Repainted
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Vehicle Maintenance,Removed
AFGSC,Squadron,Inappropriate/Offensive,3,Book/Magazine (x3),Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Shared Drive,Deleted
AFGSC,Group,Inappropriate/Offensive,1,Book/Magazine,computer room,Repainted
AFGSC,Squadron,Inappropriate/Offensive,8,Book/Magazine (x8),Ops Scheduling Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Cover of Runner’s World magazine with picture of a women with penned in penis and other lewd comments,Mens restroom,Removed & confiscated
AFGSC,Squadron,Inappropriate/Offensive,2,"- Numerous magazines (Maxim, fitness, automotive",Break room,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- Maxim magazine,Specialist office,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,3,- 3 issues of “The Horse” magazine,Bathroom stalls,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 issue of “Outlaw Biker” magazine,Bathroom stalls,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 issue of “Revolucion” magazine,Bathroom stalls,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 issue of “Hot Bike” magazine,Bathroom stalls,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,2,- 2 issues of “Street Chopper” magazine,Bathroom stalls,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,4,- 4 issues of “Maxim” magazine,Bathroom stalls,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Ebony magazine with suggestive cover,Member’s office,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,Magazine -- Grappling,Sexually suggestive images,MMT
AFGSC,Squadron,Inappropriate/Offensive,1,Magazine -- Maxim,Sexually suggestive images,MMT
AFGSC,Squadron,Inappropriate/Offensive,1,Magazine -- Life,Sexually suggestive images,MMT
AFGSC,Squadron,Inappropriate/Offensive,1,Super Street magazine,detrimental to good order and discipline,in breakroom
AFGSC,Squadron,Inappropriate/Offensive,1,Rolling Stone Magazine,Cover and inside photos could be considered provocative,Sink Drawer
AFGSC,Squadron,Inappropriate/Offensive,1,Import Tuner Magazine,Cover and inside photos could be considered provocative,Sink Drawer
AFGSC,Group,Inappropriate/Offensive,5,"Air Force Times flyer ""Off Duty"" Gifts for guys ""Hot Shots 2013"" pin up calendar  -DVD, ""Players Club"" unrated  -behind mirror in bathroom ""Free Black fin Tuna"" -""Outside"" magazine, man wearing small bike shorts and nothing else",explicit material,""
AFGSC,Group,Inappropriate/Offensive,1,2012 SI Swimsuit edition  - Maxim,explicit material/sexuality mild nudity,""
AFGSC,Group,Inappropriate/Offensive,2,"Celebrity pics cut out and hung behind the bathroom mirror, Maxim, Cosmopolitan magazines downstairs. office a picture of Dana Kirkpatrick in her racing uniform hung on the wall.",explicit/mild nudity,""
AFGSC,Squadron,Inappropriate/Offensive,2,Two Maxim magazines with   pictures of scantily clad women in provocative poses,Flight rooms,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,"Maxim magazine, not appropriate for workplace",Flight office,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,"Magazines: Men/Women's Health, Scantily clad people",Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Maxim/Runner's World,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,10,10-15 Magazines with scantily Clad people,Weapons Storage Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,Maxim magazines with scantily clad people,K9 area,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,XXL Magazine with scantily clad pregnant woman and man,Main Gate office,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,GQ and Esquire magazines,Men's bathroom,Removed
AFGSC,Squadron,Inappropriate/Offensive,2,Esquire and Cosmopolitan Magazines,Women's  bathroom,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,"X Box Halo 4 magazine, articles and photos that could possibly be offensive",Break Area,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,"GQ Magazine, articles and photos that could offend personnel",Break Area,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,"Maxim Magazine, Not appropriate reading material in the work area",Common area,Removed
AFGSC,Squadron,Pornograhic,10,"10 sexually explicit magazines (Playboy, Penthouse, Players Girls Pictorial) dated 2006 and earlier",Disrespectful and sexually explicit material,"Launch Control Center, hidden in equipment rack"
AFGSC,Squadron,Pornograhic,1,1 Playboy magazine,sexually explicit item in common area,""
AFGSC,Group,Pornograhic,1,2009 Penthouse found behind panel and pass-on book,explicit material,""
AFGSC,Squadron,Inappropriate/Offensive,4,- 4 Cheerleader squad posters,On wall in contractor office/net admin office,Removed & confiscated
AFGSC,Squadron,Inappropriate/Offensive,0,-- UCM cheerleader photo,Shared Drive,""
AFGSC,Wing,Inappropriate/Offensive,1,- Dallas Cowboys cheerleader picture,member’s office,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,1,- Cheerleader poster,Break room,Removed and confiscated
AFGSC,Squadron,Inappropriate/Offensive,1,Viking cheerleader poster,Suggestive sexual overtone,fitness center
AFGSC,Squadron,Inappropriate/Offensive,2,Denver Broncos Cheerleader Photos,Unprofessional depiction of women as sex objects,Office
AFGSC,Group,Inappropriate/Offensive,1,Picture of cheerleaders from USO Tour,Cheerleader uniforms are sexually suggestive,""
AFGSC,Squadron,Pornograhic,2,"Several dozen short movie clips, inappropriate material, language, sexual nature, or vulgarity (not pornographic)",Shared Drive,Removed
AFGSC,Squadron,Pornograhic,0,-- back nudity female walking,Shared Drive,""
AFGSC,Squadron,Pornograhic,0,--back shot of clothed lady performing oral sex,Shared Drive,""
AFGSC,Squadron,Pornograhic,1,- 1 picture with male/female nudity,Members dorm room,Remove
AFGSC,Squadron,Pornograhic,1,- 1 vehicle novelty license plate depicting nude female on elbows and knees,Member’s car,Removed and taken home
AFGSC,Group,Pornograhic,35,- 35 computer images of females and males depicted in sexual or otherwise suggestive positions.  Some are cartoons and some are real life photos,Shared Drive,Deleted
AFGSC,Squadron,Unprofessional,2,- 2 refrigerator magnets containing sexist phrases,Flight room,Removed and taken home
AFGSC,Squadron,Pornograhic,1,- White board with sexual quote,Flight room,Erased
AFGSC,Squadron,Inappropriate/Offensive,700,"- 700 inappropriate files of scantily clad women, sexual innuendo and/or vulgar language.  Most files were “motivational” posters (not pornographic)",Shared Drive,deleted
AFGSC,Squadron,Unprofessional,1,- 1 coin depicting “sexy nurse”,Member’s office,Removed and taken home
AFGSC,Squadron,Pornograhic,1,Pornographic DVD,Disrespectful and sexually explicit material,"Launch Control Center, hidden in equipment rack"
AFGSC,Squadron,Pornograhic,1,Picture with nudity,Picture promotes sex discrimination and is not conducive to promoting a proper work environment,""
AFGSC,Squadron,Unprofessional,2,Derogatory/sexually suggestive statements on shop personnel photos,Photos were not conducive to a proper work environment,Dry Erase Board
AFGSC,Group,Inappropriate/Offensive,1,"behind the rack a sheet of SACDIN paper that said ""looking for porn?  Me too"" and on the panel in permanent marker ""porn stash""",unprofessional comments,""
AFGSC,Squadron,Inappropriate/Offensive,1,"Picture with ""Beer/Sex"" caption",Promotes abuse of alcohol and unprofessional relationships in the work place,""
AFGSC,Squadron,Inappropriate/Offensive,2,- A Few photos with inappropriate hand gestures,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,- Coin with inappropriate slogan,Member’s desk,Removed and taken home
AFGSC,Squadron,Inappropriate/Offensive,24,- 24 inappropriate computer images,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,Patch with inappropriately dressed female,Sexually suggestive and inappropriate for the work place,Flight Chief Office
AFGSC,Squadron,Inappropriate/Offensive,1,Crud Rules  - Inappropriate lexicon past 45 degrees,Club,""
AFGSC,Squadron,Inappropriate/Offensive,1,"Adult humor written on dry erase board, inappropriate",Airmen's common work area,Erased
AFGSC,Squadron,Inappropriate/Offensive,1,"Adult humor written on dry erase board, inappropriate",Maintenance bay,Erased
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo - Digital (x2),Shared Drive,Deleted
AFGSC,Wing,Inappropriate/Offensive,11,Picture/Photo - Digital (x11),Individual workspace,Deleted
AFGSC,"",Inappropriate/Offensive,1,Artifact/Misc,Shared Drive,Deleted
AFGSC,Wing,Inappropriate/Offensive,5,Picture/Photo - Digital (x5),Shared Drive,Deleted
AFGSC,Wing,Inappropriate/Offensive,2,Picture/Photo - Digital (x2),Shared Drive,Deleted
AFGSC,Wing,Inappropriate/Offensive,5,Video - Digital (x5),Shared Drive,Deleted
AFGSC,Wing,Inappropriate/Offensive,300,Picture/Photo - Digital (x300),Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,Breakroom,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Office,Removed
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,33,Picture/Photo - Digital (x33),History Cabinet,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,4,Audio - Digital (x4),Shared Drive,Deleted
AFGSC,Squadron,Inappropriate/Offensive,44,Picture/Photo - Digital (x44),Comm node room,Repainted
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,Comm node room,Repainted
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,East side switch room work area,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,East side switch room work area,Destroyed
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,Auto Hobby Shop,Removed
