"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location,Action Taken
ACC,Squadron,Unprofessional,1,Poster,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,8,Magazine,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Beer Poster,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,display item,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Decanter,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Autographed Photo,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Autographed Photo,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Magazine,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Photo,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Photo,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Photo,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Vintage CBRNE Photo,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,3,Magazine,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Workout Chart,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Training Chart,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,3,Magazines,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate magazines,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,4,inappropriate comments on whiteboards,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,3,inappropriate pictures/docs,Share drive,Removed
ACC,Squadron,Inappropriate/Offensive,1,Offensive Calendar,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,2,Offensive Comic Strip Jokes,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,6,Mags w/ pictures of models,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,11,Heritage Nose Art,Share drive,Removed
ACC,Squadron,Unprofessional,1,Heritage Nose Art,Share drive,Removed
ACC,Squadron,Unprofessional,1,Vulgar Advertisement,Share drive,Removed
ACC,Squadron,Inappropriate/Offensive,1,Signed cheerleader poster,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,inappropraite poster,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,picture,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Picture,Share drive,Removed
ACC,Squadron,Unprofessional,1,Picture,Share drive,Removed
ACC,Squadron,Unprofessional,1,Picture,Share drive,Removed
ACC,Squadron,Unprofessional,1,Picture,Share drive,Removed
ACC,Squadron,Unprofessional,1,Calendar,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Book,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Bumper Sticker,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Picture with double-meaning word,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,7,Music with sexually explicit titles,Share drive,Removed
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate cartoon,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate cartoon,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Coozy,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Cuss book,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Photo,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,5,Electronic photos,Share drive,Removed
ACC,Squadron,Unprofessional,1,Smokeless tobacco,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Bottle of alcohol,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Bottle of alcohol,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Patch,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Patch,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,2,WMA File (commercial) w/inappropriate language & drug use,Share drive,Removed
ACC,Squadron,Unprofessional,13,JPEG File w/ inappropriate gesture,Share drive,Removed
ACC,Squadron,Unprofessional,3,JPEG File w/ inappropriate gesture,Share drive,Removed
ACC,Squadron,Unprofessional,14,Inappropriate files - shared drive,Share drive,Removed
ACC,Squadron,Unprofessional,2,Magazines,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Historical Nose Art Photos in display case,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Small Confederate Flag,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Newspaper Article Retraction (inappropriate connotation),Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate Comments on dry erase board,Workplace Common Area,Removed
ACC,Dorm,Inappropriate/Offensive,1,Inappropriate drawing on dry erase board,Workplace Common Area,Removed
ACC,Dorm,Unprofessional,1,Magazine,Workplace Common Area,Removed
ACC,Dorm,Inappropriate/Offensive,1,Inappropriate sign posted in common area,Workplace Common Area,Removed
ACC,Dorm,Inappropriate/Offensive,1,Inappropriate postcard in common area,Workplace Common Area,Removed
ACC,Dorm,Unprofessional,31,Magazine,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,CD/DVD - explicit material (was in unused/unnamed locker),Workplace Common Area,Removed
ACC,Squadron,Unprofessional,343,Pictures - Shared Drive (non-duty related),Share drive,Removed
ACC,Squadron,Unprofessional,16,Personnel Desktop backgrounds/emails/files,Share drive,Removed
ACC,Squadron,Unprofessional,1,Calendar,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Poster,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,45,Notices in common areas (hand written comments),Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Suggestive holiday décor,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,4,Jokes on Whiteboard,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Cartoon Strip,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Lewd Joke picture,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate picture of sports players,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,4,Suggestive Posters,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate files - shared drive (not lewd),Share drive,Removed
ACC,Squadron,Unprofessional,1,Heritage Mural,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Magazine,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate Nametag,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,15,Notices in common areas (hand written comments),Workplace Common Area,Removed
ACC,Squadron,Unprofessional,26,VHS R-Rated Movies,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Doofer Book,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Music CD with offensive songs,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate sticker,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Graffiti on ceiling tile,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,45,Inappropriate files - shared drive (not lewd),Share drive,Removed
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate Squadron Mug Handles,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate drawing on dry erase board in common area,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,11,"Posters, magazines, pictures",Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,72,"Individual LAN images, docs, other files",Share drive,Removed
ACC,Squadron,Inappropriate/Offensive,80,LAN Folders (avg 10 files/folder),Share drive,Removed
ACC,Squadron,Inappropriate/Offensive,41,"Posters, magazines, pictures",Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,31,"Images, documents, other files on LAN",Share drive,Removed
ACC,Squadron,Inappropriate/Offensive,40,LAN Folders (avg 10 files/folder),Share drive,Removed
ACC,Staff,Inappropriate/Offensive,2,"Posters, magazines, pictures",Workplace Common Area,Removed
ACC,Dorm,Inappropriate/Offensive,1,Sign,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Cartoon,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,magazine,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Unit mural,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Unit mural,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Political cartoon,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,3,Lockers,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Unit memento,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Poster,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,3,magazine,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Historic photo nose art,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Bus stop graffiti,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,magazine,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,DVD,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Porta-Potty,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Historic photo  nose art,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,image on challenge coin,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,3,DVDs - questionable jackets,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Morale patch,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,religious photo,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,4,Desktop wallpaper,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Video games,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Signs/posters,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Sticker inside unused locker,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Novelty toy on desk,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Calendar,Workplace Common Area,Removed
ACC,Group,Unprofessional,1,Unit memento,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,Catalog,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,2 beer signs,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,Plane made of beer cans,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,Religious themed movie,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,magazine,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,digital photos,Share drive,Removed
ACC,Squadron,Unprofessional,11,digital photos,Share drive,Removed
ACC,Squadron,Unprofessional,2,digital photos,Share drive,Removed
ACC,Squadron,Unprofessional,33,digital photos,Share drive,Removed
ACC,Squadron,Unprofessional,1,unprofessional sign,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,4,unprofessional sign,Workplace Common Area,Removed
ACC,Group,Unprofessional,3,unprofessional sign,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,4,unprofessional sign,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,2,unprofessional sign,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,3,Bumper sticker,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,pencil holder,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,pencil holder,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,pencil holder,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,digital picture,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,digital picture,Workplace Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,1,cartoon,Workplace Common Area,Removed
ACC,Squadron,Unprofessional,1,drawing with profanity,Workplace Common Area,Removed
ACC,Air Base Group HQ,Inappropriate/Offensive,1,Plaque,Individual Office,Removed
ACC,Group Staff,Inappropriate/Offensive,3,Picture,Individual Offices,Removed
ACC,Group Staff,Inappropriate/Offensive,1,Picture,Cubicle,Removed
ACC,Group Staff,Inappropriate/Offensive,4,Photo - jpg (temp files),Public Drive,Removed
ACC,Group Staff,Inappropriate/Offensive,1,Photo - jpg,Public Drive,Removed
ACC,Group Staff,Inappropriate/Offensive,13,Songs,Public Drive,Removed
ACC,Group Staff,Inappropriate/Offensive,3,Albums -  Soundtracks,Public Drive,Removed
ACC,Group Staff,Inappropriate/Offensive,1,Picture,Cubical Wall,Removed
ACC,Group Staff,Inappropriate/Offensive,1,T-Shirt (offensive acronym),Office wall,Removed
ACC,Group Staff,Inappropriate/Offensive,6,Legacy gift (picture),Hallways,Removed
ACC,Group Staff,Inappropriate/Offensive,1,Table,Lounge,Removed
ACC,Squadron,Inappropriate/Offensive,1,Calendar,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Drawing,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Flyer,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Figurine,Office,Removed
ACC,Squadron,Inappropriate/Offensive,2,Poster,Office,Removed
ACC,Squadron,Inappropriate/Offensive,5,Magazines,Male Bathroom,Removed
ACC,Squadron,Inappropriate/Offensive,1,Questionable Pictures,Office Space,Removed
ACC,Squadron,Inappropriate/Offensive,1,Novelty item,Office Space,Removed
ACC,Squadron,Inappropriate/Offensive,1,Calendar,Cubicle,Removed
ACC,Squadron,Inappropriate/Offensive,1,PostCard,Cubicle,Removed
ACC,Squadron,Inappropriate/Offensive,1,Photo,Office Space,Removed
ACC,Squadron,Inappropriate/Offensive,4,Magnets,Breakroom,Removed
ACC,Squadron,Inappropriate/Offensive,1,Picture on Ceiling Tile,Classroom,Removed
ACC,Squadron,Inappropriate/Offensive,3,inappropriate mugs,Personal desks,Removed
ACC,Squadron,Inappropriate/Offensive,2,Posters,Classroom,Removed
ACC,Squadron,Inappropriate/Offensive,1,Picture,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Picture (Nose Art),Breakroom,Removed
ACC,Squadron,Inappropriate/Offensive,3,Calendar,Office,Removed
ACC,Squadron,Inappropriate/Offensive,2,Ceiling Tile,Unit Room,Removed
ACC,Squadron,Inappropriate/Offensive,1,Squadron Litho,Hallway,Removed
ACC,Squadron,Inappropriate/Offensive,1,Unprofessional Pictures and snapshots of texts,TDY Sharedrive,Removed
ACC,Squadron,Inappropriate/Offensive,1,Wall Squadron Painting,Unit Room,Removed
ACC,Squadron,Inappropriate/Offensive,1,Picture,TDY Sharedrive,Removed
ACC,Squadron,Inappropriate/Offensive,1,Calander,Office wall,Removed
ACC,Squadron,Inappropriate/Offensive,8,Cartoons,Office,Removed
ACC,Squadron,Inappropriate/Offensive,6,Picture,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate Picture,Office Desk,Removed
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate Photograph,Open work space,Removed
ACC,Squadron,Inappropriate/Offensive,1,Magazine,Break room,Removed
ACC,Squadron,Inappropriate/Offensive,1,Magazine,Patient Waiting Area,Removed
ACC,Squadron,Inappropriate/Offensive,2,Magazine,Waiting room,Removed
ACC,Squadron,Inappropriate/Offensive,1,Poster,Storage Building,Removed
ACC,Squadron,Inappropriate/Offensive,1,Advertisement,On Locker,Removed
ACC,Squadron,Inappropriate/Offensive,1,Poster,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Content in cable channel playing on TV,Fitness Center,Removed
ACC,Squadron,Inappropriate/Offensive,1,Suggestive personal photo,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,magazine w/inappropriate art,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Dart tail w/inappropritate art,Work cubicle,Removed
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate birthday card,Work cubicle,Removed
ACC,Squadron,Inappropriate/Offensive,1,Heritage photo w/revealing nose art,Briefing room,Removed
ACC,Squadron,Inappropriate/Offensive,1,Plaque w/questionable quote,Work cubicle,Removed
ACC,Squadron,Inappropriate/Offensive,1,calendar,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Shot glass w/inappropriate art,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,celebrity gag picture,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,celebrity picture,Shared drive,Removed
ACC,Squadron,Inappropriate/Offensive,2,magazine cover,Shared drive (cached data),Removed
ACC,Squadron,Inappropriate/Offensive,1,Magazine cover,Work cubicle,Removed
ACC,Squadron,Inappropriate/Offensive,1,Figurines in suggestive pose,Work cubicle,Removed
ACC,Squadron,Inappropriate/Offensive,2,Pictures,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Patch w/sexual innuendo,Office,Removed
ACC,Squadron,Inappropriate/Offensive,3,magazines,Office,Removed
ACC,Squadron,Inappropriate/Offensive,1,Book,Common Area,Removed
ACC,Squadron,Inappropriate/Offensive,2,Revealing nose art,Pod barn,Removed
ACC,Squadron,Inappropriate/Offensive,2,Pictures,Hard drive,Removed
ACC,Squadron,Inappropriate/Offensive,4,Stickers,Common Area,Removed
