"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location
AFGSC,Squadron,Inappropriate/Offensive,1,-- female posing on hotel bed in provocative clothing,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,-- Victoria’s Secret runway lingerie show,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,-- Female in tank top with beer bottle between breasts,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,-- Provocative lingerie photo of Jennifer Tilly,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,-- Kim Kardashian in bikini,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,8,-- 8 photos of girls in bikinis,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,-- Actress with her breasts exposed covered only by straps,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,-- Female in tight shorts/shirt with middle finger in mouth,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Shirtless Photo of Tom Brady,"Airman & Family Readiness Center"
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 photo of bikini clad female on car hood,Hood of a car
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 frog ceramic figurine with reference to “getting laid”,Member’s office
AFGSC,Squadron,Inappropriate/Offensive,2,- Multiple music CD covers with questionable pictures,Members offices
AFGSC,Squadron,Inappropriate/Offensive,1,- Salvador Dali wall picture with naked women,Dormitory Day Room
AFGSC,Squadron,Inappropriate/Offensive,1,- “Ken” doll dressed only in swim trunks,Members Desk
AFGSC,Squadron,Inappropriate/Offensive,1,- Comic picture with reference to female hair issues,Women’s restroom
AFGSC,Wing,Inappropriate/Offensive,1,- topless picture of Kurt Russell,member’s office
AFGSC,Squadron,Inappropriate/Offensive,1,- Picture with inscription “Pamela Handerson the girl that’s always there when you need her”,Common use file cabinet
AFGSC,Squadron,Inappropriate/Offensive,1,- Picture of “Spirit of Pennsylvania” with a pinup girl,Breakroom
AFGSC,Squadron,Inappropriate/Offensive,1,- Fairy suit box,Specialist office
AFGSC,Squadron,Unprofessional,1,- morale book,Specialist office
AFGSC,Squadron,Inappropriate/Offensive,15,- Derogatory writing (x15),Dock picnic tables/trash bins
AFGSC,Squadron,Inappropriate/Offensive,9,- pin up girl (x9),""
AFGSC,Squadron,Inappropriate/Offensive,1,- Phallic carving/drawing,Acft Dock desk
AFGSC,Squadron,Unprofessional,2,- Suggestive coins,Supervisor
AFGSC,Squadron,Inappropriate/Offensive,2,- Suggestive posters,Specialist offices
AFGSC,Squadron,Inappropriate/Offensive,3,- Locker graffiti  (x3),Weapons
AFGSC,Squadron,Unprofessional,1,- 1 coin depicting stripper on a pole,Member’s desk
AFGSC,Squadron,Unprofessional,1,- 1 coin depicting a cartoon character urinating,Member’s desk
AFGSC,Squadron,Unprofessional,1,- 1 coin with verbiage “home of the 69 erection”,Member’s desk
AFGSC,Squadron,Unprofessional,1,"- 1 coin with verbiage “we get it up faster, keep it up longer and shoot it all over the globe”",Member’s desk
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 breast cancer awareness bracelet with inscription “I love boobies”,Member’s desk
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 DVD “I hope they serve beer in hell”,Break room
AFGSC,Squadron,Inappropriate/Offensive,1,- Letter taped to wall with excessive vulgarity,Flight room
AFGSC,Squadron,Unprofessional,3,- 3 transient squadron stickers depicting scantily clad women,Base operations men’s room
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 poster depicting scantily clad women,Flight room
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 beverage mug depicting female form,Member’s desk
AFGSC,Squadron,Inappropriate/Offensive,1,- Once book with profane title,Member’s office
AFGSC,Squadron,Unprofessional,1,- 1 coin depicting cartoon character peeing,Member’s office
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Bud Light beer cup,Break room
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 “Call Guy” Ken Barbie doll,Member’s office
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 book with title “two naughty chickens at the beach”,Member’s office
AFGSC,Squadron,Inappropriate/Offensive,1,"- “Navy Times” spread depicting uniform wear with stick pins inserted to represent private parts",Conference room
AFGSC,Squadron,Inappropriate/Offensive,1,- Music CD storage book with many suggestive album covers,Open clinic area
AFGSC,Squadron,Inappropriate/Offensive,1,1 profane baseball hat,"sexually explicit/profane item in common area"
AFGSC,Squadron,Inappropriate/Offensive,2,patches and magnets,"sexually explicit/profane item in common area"
AFGSC,Group,Inappropriate/Offensive,1,hand written sticky note,sexually explicit/offensive
AFGSC,Group,Inappropriate/Offensive,1,graffiti,vulgar
AFGSC,Wing,Inappropriate/Offensive,1,"""pull-apart"" magnet words (used to create sentences/spark discussion)","potential for inappropriate content"
AFGSC,Squadron,Inappropriate/Offensive,1,Hurt Feelings Report,"Inappropriate/offensive language"
AFGSC,Group,Inappropriate/Offensive,65,65 x Photo/Video files,"Inappropriate/sexually suggestive"
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material"
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material"
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material"
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material"
AFGSC,Squadron,Inappropriate/Offensive,1,"Paperback book ""Emails from an A**hole""","Inappropriate and disrespectful ""humor"""
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material"
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material"
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material"
AFGSC,Squadron,Unprofessional,1,Slam Book,"Disrespectful and offensive comments, sexually suggestive material"
AFGSC,Squadron,Inappropriate/Offensive,1,Sticky Note,Inappropriate language
AFGSC,Squadron,Inappropriate/Offensive,21,VHS tapes x 21 -- PG-13/R- rated movies,"Inappropriate content for the workplace"
AFGSC,Squadron,Inappropriate/Offensive,1,Cane,"Inappropriate language on cane"
AFGSC,Squadron,Inappropriate/Offensive,1,Book -- What's Your Poo Telling You,"Unprofessional for the workplace"
AFGSC,Squadron,Inappropriate/Offensive,5,VHS tapes x 5 -- 3 not labeled/2 unrated,Inappropriate for the workplace
AFGSC,Squadron,Inappropriate/Offensive,1,Star Wars Action Figure -- Princess Leia,"Hanging on office wall -- Sexually suggestive/Inappropriate for the workplace"
AFGSC,Group,Unprofessional,1,Fighter Pilot Song Book,Inappropriate language
AFGSC,Group,Inappropriate/Offensive,2,MXG Shared Files,"Small # of inappropriate content for the workplace"
AFGSC,Squadron,Inappropriate/Offensive,2,MMXS Shared Files,"Inappropriate content for the workplace"
AFGSC,Squadron,Pornograhic,2,MOS Shared Files,"nudity/inappropriate subject matter"
AFGSC,Group,Unprofessional,1,GRAFFITI ON FOAM PAD NEXT TO PROGRAMMER GROUP,"Unprofessional workplace image"
AFGSC,Group,Unprofessional,1,GRAFFITI ON FOAM PADS ABOVE SHOCK ISOLATOR,"Unprofessional workplace image"
AFGSC,Group,Unprofessional,1,GRAFFITI ON FOAM PADS ABOVE SHOCK ISOLATOR,"Unprofessional workplace image"
AFGSC,Group,Unprofessional,1,GRAFFITI ON FOAM PADS ABOVE SHOCK ISOLATOR,"Unprofessional workplace image"
AFGSC,Group,Unprofessional,1,GRAFFITI ON FOAM PADS ABOVE SHOCK ISOLATOR,"Unprofessional workplace image"
AFGSC,Group,Unprofessional,1,GRAFFITI ON EAST WALL OF LAUNCH SUPPORT BUILDING,"Unprofessional workplace image"
AFGSC,Squadron,Inappropriate/Offensive,1,Harley Davidson Calendar,"detrimental to good order and discipline"
AFGSC,Squadron,Inappropriate/Offensive,2,Quotes on white board,vulgar or offensive language
AFGSC,Squadron,Inappropriate/Offensive,1,Missile Mnx poster,vulgar or offensive language
AFGSC,Squadron,Inappropriate/Offensive,2,Hurt Feelings Report X 2,vulgar or offensive language
AFGSC,Squadron,Inappropriate/Offensive,1,Dick of the Week magnet,vulgar or offensive language
AFGSC,Wing,Inappropriate/Offensive,1,"WWII-type OPSEC poster with officers around attractive, lounging woman with title: ""Keep mum, she's not so dumb! Careless talk costs lives.""  Purchased at the Spy Museum in DC.  A gift from the SNCO's daughter.",""
AFGSC,Wing,Inappropriate/Offensive,1,"World War II 50th Anniversary Fine Art Collection Series Silver Wings- Historic ""art"" depicting WWII pilot gear","1inX1in deck of cards with nude drawing; 2inX2.5in post card drawing depicting front of airplane with female drawing"
AFGSC,Wing,Inappropriate/Offensive,1,Stuffed Animal Toy,"Inappropriate innuendo, suggestive, unprofessional for the workplace"
AFGSC,Wing,Inappropriate/Offensive,1,USAF Miss America Poster,"Suggestive innuendo, inappropriate objectivity of women"
AFGSC,Wing,Unprofessional,1,"Flight Suit Patch - ""Pick up line""","Suggestive photo, scandalous"
AFGSC,Wing,Unprofessional,1,"Flight Suit Patch - ""Life is Short""",Slight nudity
AFGSC,Wing,Unprofessional,1,"Flight Suit Patch - ""In the Dark""","Suggestive innuendo, inappropriate depiction of women"
AFGSC,Wing,Unprofessional,1,"Flight Suit Patch - ""Cleans Up Nice""","Suggestive innuendo, sexual verbiage/depiction of women"
AFGSC,Squadron,Inappropriate/Offensive,1,Poster - squirrel with large genitalia,Suggestive sexual overtone
AFGSC,Squadron,Inappropriate/Offensive,3,3 Family Guy Action Figures,"Figures spoke offensive/sexually suggestive phrases when you pushed the ""play"" button"
AFGSC,Squadron,Inappropriate/Offensive,1,"Fire Fighter Head Knocker Bottle (Jack Daniels bottle with custom label) called ""The Peacekeeper""","Bottle had verbiage that could promote violence"
AFGSC,Squadron,Inappropriate/Offensive,1,Gawlik Love Verbiage,"Could be misconstrued as inappropriate pointing to his phone number and saying ""love."""
AFGSC,Squadron,Inappropriate/Offensive,1,"Vodka Dispenser Photo with caption ""what our office needs""","Picture promotes abuse of alcohol in the work place"
AFGSC,Squadron,Inappropriate/Offensive,1,Fake check with offensive verbiage,"Offensive language was not conducive to promoting a proper work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,"Eagle photo with ""Jihad This"" and flipping off the camera","Anti-religious sentiment does not promote a proper work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,Marilyn Monroe Calendar,"Bikini photos promote gender discrimination"
AFGSC,Squadron,Inappropriate/Offensive,1,Mug with offensive language (F-bomb),"Inappropriate language for the work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,Picture of two women with offensive language (F-bomb),"Inappropriate language for the work environment"
AFGSC,Squadron,Pornograhic,2,Pictures of men's naked behinds and offensive language,"Offensive language/nudity not conducive to promoting a proper work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,"""Remember"" Sign with offensive language","Sign wording has profanity and isn't conducive to a proper work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,Mug with derogatory statements,"Inappropriate in the work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,A Christmas Story Sign w/the Leg Lamp,"Depicts female anatomy in a manner that is Inappropriate in the work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,"A label with offensive language (""pain in the ass sheet"")","Inappropriate language in the work environment"
AFGSC,Squadron,Unprofessional,1,"A sticky note on desk with offensive language (""fagot"")","Homophobic bias is inappropriate in the work place"
AFGSC,Squadron,Inappropriate/Offensive,1,Patch with offensive language (F-bomb),"Inappropriate in the work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,"Picture with offensive language (""retard"")","Bias against mentally handicapped people is not appropriate in the work place"
AFGSC,Squadron,Inappropriate/Offensive,1,"Comic Strip with offensive language (one stormtrooper calls another a ""douche."")","Inappropriate in the work environment"
AFGSC,Squadron,Inappropriate/Offensive,1,Vulgar E-Card,Vulgarity
AFGSC,Squadron,Inappropriate/Offensive,1,Vulgar B-Day Napkin,Vulgarity
AFGSC,Squadron,Inappropriate/Offensive,1,Vulgar EOD Joke Poster,Vulgarity
AFGSC,Squadron,Inappropriate/Offensive,1,Hooters Sign,Potential sexual innuendo
AFGSC,Squadron,Inappropriate/Offensive,1,Small poster,Profanity/suggested violence
AFGSC,Squadron,Inappropriate/Offensive,1,Cartoon w/ Sesame Street characters,Profanity
AFGSC,Squadron,Inappropriate/Offensive,1,Cartoon,Suggestive sexual overtone
AFGSC,Group,Inappropriate/Offensive,1,Suggestive pose of male in short-shorts,Image is sexually suggestive
AFGSC,Group,Inappropriate/Offensive,1,"Vintage Security Poster stating, ""Practice safe SECS--OPSEC, COMSEC, INFOSEC, and PERSEC""","Wording is sexually suggestive--this may have been on purpose to aid with intent to get members to pay attention and remember the message, but wording is sexually suggestive"
AFGSC,Squadron,Inappropriate/Offensive,1,Practice Safe SECS Flyer,"Although humorous/functional…could be perceived as offensive"
AFGSC,Squadron,Inappropriate/Offensive,1,"""If I only had a brain"" Drunk Driving Flyer","Although humorous/functional…could be perceived as offensive"
AFGSC,Squadron,Inappropriate/Offensive,1,"""Handcuffs and sirens and cops, oh my"" Drunk Driving Flyer","Although humorous/functional…could be perceived as offensive"
AFGSC,Squadron,Inappropriate/Offensive,1,"""Ladies the line forms to the left"" Picture","Could be perceived as offensive"
AFGSC,Squadron,Inappropriate/Offensive,1,"Electro Static Discharge (ESD) Picture (Crude, Offensive Picture of a drawn penis discharging in Zeus' face",Obscene and Offensive
AFGSC,Squadron,Inappropriate/Offensive,1,"""wet dream""","Could be perceived as offensive"
AFGSC,Squadron,Inappropriate/Offensive,1,"""Bitch""","Could be perceived as offensive"
AFGSC,Squadron,Inappropriate/Offensive,1,"""Did you grab my ass""","Could be perceived as offensive"
AFGSC,Squadron,Inappropriate/Offensive,1,Funny Pic,Offensive language
AFGSC,Squadron,Inappropriate/Offensive,1,Photography,Offensive/sexuality of women
AFGSC,Squadron,Inappropriate/Offensive,1,Meth,Offensive/drugs
AFGSC,Squadron,Inappropriate/Offensive,1,Beckham,Offensive/vulgarity
AFGSC,Squadron,Inappropriate/Offensive,1,Lakeshine,Offensive
AFGSC,Squadron,Inappropriate/Offensive,2,"multiple ""Posters""","Offensive\lewd sexuality/slight nudity"
AFGSC,Group,Inappropriate/Offensive,2,"the movies ""Van Wilders Vacation uncut"";  ""Jackass 2 uncut""",explicit/violent/vulgar material
AFGSC,Group,Inappropriate/Offensive,1,Sports Illustrated swimsuit issue,explicit material
AFGSC,Group,Inappropriate/Offensive,1,"Celebrity pics cut out and hung behind the LCC bathroom mirror one pick had male genitals drawn on them in pen.",explicit material/mild nudity
AFGSC,Group,Inappropriate/Offensive,1,AF 50th Anniversary Poster,explicit material
AFGSC,Squadron,Inappropriate/Offensive,1,"Picture of 2 bearscaption ""Dick Punch""",Inappropriate language
AFGSC,Squadron,Inappropriate/Offensive,1,"Book - ""Nice Girls don't get the corner office""",Possible discrimination
AFGSC,Squadron,Inappropriate/Offensive,1,Muscle Teck poster - Body building men,Inappropriate attire
AFGSC,Squadron,Inappropriate/Offensive,1,Coupon for free mustache ride,Possible sexual discrimination
AFGSC,Group,Unprofessional,1,Call Sign Party Script with offensive language,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,2,"Mermaid handled mugs, handle is in the shape of a naked woman",Two Common Office Areas
AFGSC,Squadron,Inappropriate/Offensive,2,"Funny motivational posters, foul language and  pictures",Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,"Official 50th AF Anniversary Poster Signed by WWII veterans, topless woman contained in  graphics",""
AFGSC,Squadron,Inappropriate/Offensive,2,"Mermaid handled mugs, handle is in the shape of a naked woman","Flight rooms and Scheduling office"
AFGSC,Squadron,Unprofessional,3,"3x song books, songs in the ""after-hours"" section are vulgar","Heritage room / Flight offices / Scheduling office"
AFGSC,Squadron,Inappropriate/Offensive,52,"52x unprofessional images, images are not suitable for work place",Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,"""Dirty Minds"" game as found in Spencer's Gifts",storage closet
AFGSC,Squadron,Inappropriate/Offensive,1,"Old fashioned metal poster that said ""Looking Down Low Blouses Encouraged In This Establishment""",bar/day room area
AFGSC,Squadron,Inappropriate/Offensive,1,Poster of fitness model  in swim suit,Office
AFGSC,Squadron,Inappropriate/Offensive,2,Calendars/patches with girls in bikinis on motorcycles,CATM
AFGSC,Squadron,Unprofessional,1,Derogatory comment on white board,Ed Center
AFGSC,Squadron,Unprofessional,1,CPR Board - unprofessional cartoon,Outdoor Pool
AFGSC,Squadron,Inappropriate/Offensive,2,"Magic the Gathering playing cards x 2 on bulletin board depicting female warrior fantasy artwork",Common Area
AFGSC,Squadron,Inappropriate/Offensive,1,Military-style motivational video included questionable lyrics (Outcast - Bombs Over Baghdad),Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,Pair of paper testicles hung from monitor,"Maintenance Operations Center"
AFMC,Other,Unprofessional,89,"A-2 Jackets, patches",Info Not Provided
