"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location
AETC,Squadron,Inappropriate/Offensive,2,1 AK round & 45 Round,Instructor Desk
AETC,Squadron,Inappropriate/Offensive,1,1 Retirement announcement,Office cubicle
AETC,Squadron,Inappropriate/Offensive,2,2 Signs,Office cubicle
AETC,Squadron,Inappropriate/Offensive,1,1 shopping bag (suggestive),Student dayrooms
AETC,Squadron,Inappropriate/Offensive,1,1 Picture,Student dayroom
AETC,Squadron,Unprofessional,1,1 patch,Dorm
AETC,Squadron,Inappropriate/Offensive,2,Several statues with exposed genitalia,Office desk
AETC,Squadron,Inappropriate/Offensive,1,1 plaque with profanity,Office desk
AETC,Squadron,Inappropriate/Offensive,2,Romance novels exchanged between female students,"Female breakroom exchange box"
AETC,Squadron,Inappropriate/Offensive,1,1 Figurine,Contractor computer monitor
AETC,Squadron,Inappropriate/Offensive,2,2 Picture (suggestive),Walls in hallway
AETC,Squadron,Inappropriate/Offensive,1,1 Book,Military Working Dog area
AETC,Squadron,Inappropriate/Offensive,1,1 Poster,Office
AETC,Squadron,Inappropriate/Offensive,2,Several Pictures (bodybuilders),Fitness center
AETC,Squadron,Inappropriate/Offensive,1,1 Deck playing cards (suggestive),Events center
AETC,Squadron,Inappropriate/Offensive,1,1 Poster (suggestive),PAX Terminal
AETC,Squadron,Inappropriate/Offensive,1,1 Puzzle/Art (suggestive),Customer service area
AETC,Squadron,Inappropriate/Offensive,2,2 Signs,Office cubicle
AETC,Squadron,Inappropriate/Offensive,1,1 Cup holder (suggestive),Office cubicle
AETC,Squadron,Inappropriate/Offensive,1,1 Birthday card,Office cubicle
AETC,Squadron,Inappropriate/Offensive,1,1 Calendar,Wall in office area
AETC,Squadron,Inappropriate/Offensive,3,3 Posters,"Office, common area"
AETC,Squadron,Inappropriate/Offensive,1,1 T-shirt,Common area
AETC,Squadron,Inappropriate/Offensive,1,1 Calendar,Office
AETC,Group,Inappropriate/Offensive,2,Photos,Office
AETC,Group,Inappropriate/Offensive,2,Photos,Office
AETC,Group,Inappropriate/Offensive,2,Photos,Office
AETC,Group,Inappropriate/Offensive,2,Photos,Shared Drive
AETC,Group,Inappropriate/Offensive,2,Cartoons,Workplace Common Area
AETC,Wing,Inappropriate/Offensive,1,1 Cartoon,Office
AETC,Wing,Inappropriate/Offensive,1,1 Birthday card,Office
AETC,Group,Inappropriate/Offensive,1,Graffiti,Day room
AETC,Group,Unprofessional,1,Jody (questionable lyrics),Female Latrine
AETC,Group,Unprofessional,1,Jody (questionable lyrics),Shared Drive
AETC,HQ,Inappropriate/Offensive,2,2 photos (lewd),Shared Drive
AETC,Wing,Unprofessional,1,1 Patch,Orderly Room
AETC,Wing,Inappropriate/Offensive,2,Files with photos,Shared Drive
AETC,Group,Inappropriate/Offensive,3,3 Ceiling Tiles,Ceiling in Room
AETC,Group,Inappropriate/Offensive,3,3 Class Patches,Walls
AETC,Group,Inappropriate/Offensive,1,1 Figurine,Shelf
AETC,Group,Inappropriate/Offensive,1,1 Certificate,Wall
AETC,Group,Inappropriate/Offensive,1,1 Bumper Sticker,Desk
AETC,Group,Inappropriate/Offensive,1,1 Poster,Wall
AETC,Group,Inappropriate/Offensive,1,1 Cartoon Strip,Wall
AETC,Group,Inappropriate/Offensive,1,1 Calendar,Wall
AETC,Group,Inappropriate/Offensive,7,7 Pictures,Walls
AETC,Group,Unprofessional,12,12 Class Pictures,Walls
AETC,Group,Inappropriate/Offensive,16,16 Pictures,Shared Drive
AETC,Group,Inappropriate/Offensive,3,3 Videos,Shared Drive
AETC,Group,Inappropriate/Offensive,13,13 Images,Shared Drive
AETC,Group,Unprofessional,1,1 Patch,Classroom wall
AETC,Group,Unprofessional,1,1 Heritage Room “rules”,Heritage Room
AETC,Group,Inappropriate/Offensive,1,1 Mug,Desk
AETC,Group,Inappropriate/Offensive,1,1 Poster,Restroom
AETC,Group,Inappropriate/Offensive,1,1 Movie,Break room
AETC,Group,Inappropriate/Offensive,1,1 Picture,Office
AETC,Group,Inappropriate/Offensive,1,1 Video game,Office
AETC,Group,Inappropriate/Offensive,2,Several Pictures/Photos,Offices
AETC,Group,Inappropriate/Offensive,1,1 Mug,""
AETC,Group,Inappropriate/Offensive,1,1 Calendar,Dorm common area
AETC,Group,Inappropriate/Offensive,1,1 Poster,Dorm common area
AETC,Group,Unprofessional,2,2 Plaques,Office
AETC,Group,Inappropriate/Offensive,2,2 Pictures,Offices
AETC,Group,Inappropriate/Offensive,2,2 Posters,Offices
AETC,Group,Inappropriate/Offensive,3,3 Photos,Offices
AETC,Group,Inappropriate/Offensive,2,Multiple movies,Offices
AETC,Group,Inappropriate/Offensive,1,1 Newspaper Article,Storage area
AETC,Group,Inappropriate/Offensive,1,1 DVD,Storage area
AETC,Group,Inappropriate/Offensive,1,1 Cup,Common area
AETC,Group,Inappropriate/Offensive,2,Several photos,Common area
AETC,Group,Inappropriate/Offensive,2,Several Pictures,Common area
AETC,Group,Inappropriate/Offensive,2,Multiple pictures/photos,Common area
AETC,Group,Inappropriate/Offensive,1,1 Heritage AF poster (pinup girl),Common area
AETC,Group,Inappropriate/Offensive,2,2 Signs,Squadron HQ
AETC,Group,Inappropriate/Offensive,1,1 Poster,Shared Drive
AETC,Group,Inappropriate/Offensive,2,2 Statues,Heritage room
AETC,Group,Inappropriate/Offensive,1,1 Picture,Heritage Room
AETC,Group,Inappropriate/Offensive,1,1 Calendar,Storage area
AETC,Group,Inappropriate/Offensive,1,1 Decorative Plate,Squadron HQ
AETC,Group,Inappropriate/Offensive,2,Autographed photos,Squadron HQ
AETC,Group,Inappropriate/Offensive,2,Photos,Office
AETC,Wing,Inappropriate/Offensive,6,6 Calendars,Work area
AETC,Wing,Inappropriate/Offensive,1,1 Poster,Dorm common area
AETC,Wing,Unprofessional,1,1 Song book,Computer
AF Safety Center,Center,Inappropriate/Offensive,1,Movie Poster,Office
AF Safety Center,Center,Unprofessional,5,5 Commemorative class pictures with colorful language on border,Classroom
AF Safety Center,Center,Inappropriate/Offensive,3,3 potentially offensive images on Safety Center Shared drive,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,- Female drawing,Specialist logbook
AFGSC,Squadron,Inappropriate/Offensive,18,- suggestive name (18),Specialist logbook
AFGSC,Squadron,Unprofessional,1,- Doofer book with pictures and writing of sexually explicit content,Squadron bar
AFGSC,Squadron,Unprofessional,1,- log book cover,Specialist office
AFGSC,Squadron,Unprofessional,1,- Pubic hair in logbook,Specialist office
AFGSC,Group,Unprofessional,1,Crew Log book (LCC),unprofessional comments
AFGSC,Squadron,Inappropriate/Offensive,89,"89x historic nose art photos, nose art is nude or inappropriate",Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,- litho w/ pin up nose art,Specialist office
AFGSC,Group,Inappropriate/Offensive,3,"Aviation art of WWII bombers, Nose art on 3 of the aircraft is of scantily clad women",Hallway and conference room
AFGSC,Squadron,Inappropriate/Offensive,8,"8x historic nose art photos, nose art displays pin-up type images, 6 with naked women and 2 with women in swim suits",Heritage room
AFGSC,Squadron,Inappropriate/Offensive,1,Small nose art calendar with scantily clad women,Office
AFGSC,Squadron,Inappropriate/Offensive,1,"Mural of nose art (Southern Comfort)  female fully clothed with legs crossed and pointing towards the ceiling",Men's restroom
AFGSC,Squadron,Inappropriate/Offensive,5,"5 sexually  suggestive magazines (Maxim, Cosmo)","Suggestive and disrespectful material"
AFGSC,Squadron,Inappropriate/Offensive,1,Sexually  suggestive magazine (Maxim),"Suggestive and disrespectful material"
AFGSC,Squadron,Inappropriate/Offensive,7,"7 sexually  suggestive magazines (Maxim, FHM, Stuff) dated 2006 and earlier","Suggestive and disrespectful material"
AFGSC,Group,Inappropriate/Offensive,7,"Skin and Ink magazine w/back nudity displaying tattoos (MAF Lounge) -Maxim Mar 11 (FM room) -FHM May 11 (FM room) -MT Grizzly Dance Team poster (Gym)  -MT Grizzly Cheer Squad poster (Gym  -Men's Fitness Dec 12 (LCC)  -Runner's World, several (LCC)",explicit material
AFGSC,Group,Inappropriate/Offensive,1,"""Live Wire"" paperback book-very explicit and several sex issue cosmopolitans",explicit material
AFGSC,Squadron,Inappropriate/Offensive,3,3 x MAXIM magazines with inappropriate material,Uni-sex latrine
AFGSC,Squadron,Inappropriate/Offensive,1,Maxim magazine with inappropriate material,Men's restroom stall
AFGSC,Squadron,Inappropriate/Offensive,2,Two Muscle & Body Magazines with  inappropriate markings,Break Area
AFGSC,Squadron,Inappropriate/Offensive,2,Two Ink Fashion magazines with inappropriate material,Break Area
AFGSC,Squadron,Inappropriate/Offensive,1,"Hooters Magazine, not pornographic, but contains questionable images","inside the drawer of a common use desk"
AFGSC,Squadron,Inappropriate/Offensive,2,- Several fitness magazines with individuals in provocative garb (not pornographic),Phone operators office
AFGSC,Squadron,Inappropriate/Offensive,2,"- Many magazines (fitness, social) with suggestive covers (non-pornographic)",Waiting room
AFGSC,Squadron,Inappropriate/Offensive,1,Sexually  suggestive magazine (Men's Health),"Suggestive and disrespectful material"
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Men's Room
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,""
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Hangar
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Vehicle Maintenance
AFGSC,Squadron,Inappropriate/Offensive,3,Book/Magazine (x3),Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Shared Drive
AFGSC,Group,Inappropriate/Offensive,1,Book/Magazine,computer room
AFGSC,Squadron,Inappropriate/Offensive,8,Book/Magazine (x8),Ops Scheduling Office
AFGSC,Squadron,Inappropriate/Offensive,1,Book/Magazine,Office
AFGSC,Squadron,Inappropriate/Offensive,1,"- 1 Cover of Runner’s World magazine with picture of a women with penned in penis and other lewd comments",Mens restroom
AFGSC,Squadron,Inappropriate/Offensive,2,"- Numerous magazines (Maxim, fitness, automotive",Break room
AFGSC,Squadron,Inappropriate/Offensive,1,- Maxim magazine,Specialist office
AFGSC,Squadron,Inappropriate/Offensive,3,- 3 issues of “The Horse” magazine,Bathroom stalls
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 issue of “Outlaw Biker” magazine,Bathroom stalls
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 issue of “Revolucion” magazine,Bathroom stalls
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 issue of “Hot Bike” magazine,Bathroom stalls
AFGSC,Squadron,Inappropriate/Offensive,2,- 2 issues of “Street Chopper” magazine,Bathroom stalls
AFGSC,Squadron,Inappropriate/Offensive,4,- 4 issues of “Maxim” magazine,Bathroom stalls
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Ebony magazine with suggestive cover,Member’s office
AFGSC,Squadron,Inappropriate/Offensive,1,Magazine -- Grappling,Sexually suggestive images
AFGSC,Squadron,Inappropriate/Offensive,1,Magazine -- Maxim,Sexually suggestive images
AFGSC,Squadron,Inappropriate/Offensive,1,Magazine -- Life,Sexually suggestive images
AFGSC,Squadron,Inappropriate/Offensive,1,Super Street magazine,"detrimental to good order and discipline"
AFGSC,Squadron,Inappropriate/Offensive,1,Rolling Stone Magazine,"Cover and inside photos could be considered provocative"
AFGSC,Squadron,Inappropriate/Offensive,1,Import Tuner Magazine,"Cover and inside photos could be considered provocative"
AFGSC,Group,Inappropriate/Offensive,5,"Air Force Times flyer ""Off Duty"" Gifts for guys ""Hot Shots 2013"" pin up calendar  -DVD, ""Players Club"" unrated  -behind mirror in bathroom ""Free Black fin Tuna"" -""Outside"" magazine, man wearing small bike shorts and nothing else",explicit material
AFGSC,Group,Inappropriate/Offensive,1,2012 SI Swimsuit edition  - Maxim,"explicit material/sexuality mild nudity"
AFGSC,Group,Inappropriate/Offensive,2,"Celebrity pics cut out and hung behind the bathroom mirror, Maxim, Cosmopolitan magazines downstairs. office a picture of Dana Kirkpatrick in her racing uniform hung on the wall.",explicit/mild nudity
AFGSC,Squadron,Inappropriate/Offensive,2,Two Maxim magazines with   pictures of scantily clad women in provocative poses,Flight rooms
AFGSC,Squadron,Inappropriate/Offensive,1,"Maxim magazine, not appropriate for workplace",Flight office
AFGSC,Squadron,Inappropriate/Offensive,2,"Magazines: Men/Women's Health, Scantily clad people",Office
AFGSC,Squadron,Inappropriate/Offensive,1,Maxim/Runner's World,Office
AFGSC,Squadron,Inappropriate/Offensive,10,10-15 Magazines with scantily Clad people,Weapons Storage Office
AFGSC,Squadron,Inappropriate/Offensive,2,Maxim magazines with scantily clad people,K9 area
AFGSC,Squadron,Inappropriate/Offensive,1,XXL Magazine with scantily clad pregnant woman and man,Main Gate office
AFGSC,Squadron,Inappropriate/Offensive,2,GQ and Esquire magazines,Men's bathroom
AFGSC,Squadron,Inappropriate/Offensive,2,Esquire and Cosmopolitan Magazines,Women's  bathroom
AFGSC,Squadron,Inappropriate/Offensive,1,"GQ Magazine, articles and photos that could offend personnel",Break Area
AFGSC,Squadron,Inappropriate/Offensive,1,"Maxim Magazine, Not appropriate reading material in the work area",Common area
AFGSC,Squadron,Pornograhic,10,"10 sexually explicit magazines (Playboy, Penthouse, Players Girls Pictorial) dated 2006 and earlier","Disrespectful and sexually explicit material"
AFGSC,Squadron,Pornograhic,1,1 Playboy magazine,"sexually explicit item in common area"
AFGSC,Group,Pornograhic,1,2009 Penthouse found behind panel and pass-on book,explicit material
AFGSC,Squadron,Inappropriate/Offensive,4,- 4 Cheerleader squad posters,"On wall in contractor office/net admin office"
AFGSC,Squadron,Inappropriate/Offensive,0,-- UCM cheerleader photo,Shared Drive
AFGSC,Wing,Inappropriate/Offensive,1,- Dallas Cowboys cheerleader picture,member’s office
AFGSC,Squadron,Inappropriate/Offensive,1,- Cheerleader poster,Break room
AFGSC,Squadron,Inappropriate/Offensive,1,Viking cheerleader poster,Suggestive sexual overtone
AFGSC,Squadron,Inappropriate/Offensive,2,Denver Broncos Cheerleader Photos,"Unprofessional depiction of women as sex objects"
AFGSC,Group,Inappropriate/Offensive,1,Picture of cheerleaders from USO Tour,"Cheerleader uniforms are sexually suggestive"
AFGSC,Squadron,Pornograhic,2,"Several dozen short movie clips, inappropriate material, language, sexual nature, or vulgarity (not pornographic)",Shared Drive
AFGSC,Squadron,Pornograhic,0,-- back nudity female walking,Shared Drive
AFGSC,Squadron,Pornograhic,0,--back shot of clothed lady performing oral sex,Shared Drive
AFGSC,Squadron,Pornograhic,1,- 1 picture with male/female nudity,Members dorm room
AFGSC,Squadron,Pornograhic,1,- 1 vehicle novelty license plate depicting nude female on elbows and knees,Member’s car
AFGSC,Group,Pornograhic,35,"- 35 computer images of females and males depicted in sexual or otherwise suggestive positions.  Some are cartoons and some are real life photos",Shared Drive
AFGSC,Squadron,Unprofessional,2,- 2 refrigerator magnets containing sexist phrases,Flight room
AFGSC,Squadron,Pornograhic,1,- White board with sexual quote,Flight room
AFGSC,Squadron,Inappropriate/Offensive,700,"- 700 inappropriate files of scantily clad women, sexual innuendo and/or vulgar language.  Most files were “motivational” posters (not pornographic)",Shared Drive
AFGSC,Squadron,Unprofessional,1,- 1 coin depicting “sexy nurse”,Member’s office
AFGSC,Squadron,Pornograhic,1,Pornographic DVD,"Disrespectful and sexually explicit material"
AFGSC,Squadron,Pornograhic,1,Picture with nudity,"Picture promotes sex discrimination and is not conducive to promoting a proper work environment"
AFGSC,Squadron,Unprofessional,2,Derogatory/sexually suggestive statements on shop personnel photos,"Photos were not conducive to a proper work environment"
AFGSC,Group,Inappropriate/Offensive,1,"behind the rack a sheet of SACDIN paper that said ""looking for porn?  Me too"" and on the panel in permanent marker ""porn stash""",unprofessional comments
AFGSC,Squadron,Inappropriate/Offensive,1,"Picture with ""Beer/Sex"" caption","Promotes abuse of alcohol and unprofessional relationships in the work place"
AFGSC,Squadron,Inappropriate/Offensive,2,- A Few photos with inappropriate hand gestures,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,- Coin with inappropriate slogan,Member’s desk
AFGSC,Squadron,Inappropriate/Offensive,24,- 24 inappropriate computer images,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,Patch with inappropriately dressed female,"Sexually suggestive and inappropriate for the work place"
AFGSC,Squadron,Inappropriate/Offensive,1,Crud Rules  - Inappropriate lexicon past 45 degrees,Club
AFGSC,Squadron,Inappropriate/Offensive,1,"Adult humor written on dry erase board, inappropriate",Airmen's common work area
AFGSC,Squadron,Inappropriate/Offensive,1,"Adult humor written on dry erase board, inappropriate",Maintenance bay
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo - Digital (x2),Shared Drive
AFGSC,Wing,Inappropriate/Offensive,11,Picture/Photo - Digital (x11),Individual workspace
AFGSC,"",Inappropriate/Offensive,1,Artifact/Misc,Shared Drive
AFGSC,Wing,Inappropriate/Offensive,5,Picture/Photo - Digital (x5),Shared Drive
AFGSC,Wing,Inappropriate/Offensive,2,Picture/Photo - Digital (x2),Shared Drive
AFGSC,Wing,Inappropriate/Offensive,5,Video - Digital (x5),Shared Drive
AFGSC,Wing,Inappropriate/Offensive,300,Picture/Photo - Digital (x300),Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Individual workspace
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,Breakroom
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,33,Picture/Photo - Digital (x33),History Cabinet
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,4,Audio - Digital (x4),Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,44,Picture/Photo - Digital (x44),Comm node room
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,Comm node room
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,"East side switch room work area"
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,"East side switch room work area"
AFGSC,Squadron,Inappropriate/Offensive,1,Writing/Drawing,Auto Hobby Shop
AFGSC,Squadron,Inappropriate/Offensive,1,Graffiti,DV Lounge
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Fitness Center
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Marketing Dept
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Stripes Lounge/E-Club
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Air Terminal Operations Bldg
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Vehicle Maintenance
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Vehicle Operations
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo - Digital (x2),Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,24,Picture/Photo - Digital (x24),Aircraft Parts Store
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo (x2),Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,Video - Digital,""
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Common Area
AFGSC,Squadron,Inappropriate/Offensive,5,Picture/Photo - Digital (x5),Entrance to Bowling Center
AFGSC,Squadron,Inappropriate/Offensive,1,Graffiti,""
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,back of door
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Shared area
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Spec Section
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Orderly room
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Auditorium
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Auditorium
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Women's Restroom
AFGSC,Squadron,Unprofessional,1,Patch,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo - Digital,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,35,Picture/Photo - Digital (x35),MTF Office
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo (x2),""
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,""
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,"Workspace common area in Cruise Missile Flight"
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics Programs Office
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics Programs Office
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics section
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Office in Maintenance Flight
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,"Outside/top of member's locker in Fabrication Flight locker room"
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,"Outside/top of member's locker in Fabrication Flight locker room"
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Posted on wall in UDM office
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Trailer Maintenance Office
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,"Women's bathroom stall in Maintenance Flight"
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Avionics section
AFGSC,Squadron,Inappropriate/Offensive,4,Artifact/Misc (x4),"White board in sq training office"
AFGSC,Squadron,Inappropriate/Offensive,4,Artifact/Misc (x4),"Outside/top of member's locker in Fabrication Flight locker room"
AFGSC,Squadron,Inappropriate/Offensive,1,Graffiti,"Outside/top of member's locker in Fabrication Flight locker room"
AFGSC,Squadron,Inappropriate/Offensive,1,Graffiti,"Outside/top of member's locker in Fabrication Flight locker room"
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,"Fuel Cell break room desk drawer"
AFGSC,Squadron,Inappropriate/Offensive,2,Picture/Photo (x2),Door
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Framed in hallway in AGE
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Closet/Storage Locker
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Training Flight
AFGSC,Squadron,Unprofessional,2,Patch (x2),Office
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,briefing room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Office
AFGSC,Squadron,Unprofessional,1,Patch,Office
AFGSC,Squadron,Unprofessional,1,Patch,Shared Drive
AFGSC,Squadron,Unprofessional,25,Patch - Digital (x25),Shared Drive
AFGSC,Squadron,Unprofessional,5,Patch - Digital (x5),Office
AFGSC,Squadron,Unprofessional,2,Patch (x2),Office
AFGSC,Squadron,Unprofessional,6,Patch (x6),foyer
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,325,Picture/Photo - Digital (x325),Crew Comm office
AFGSC,Squadron,Inappropriate/Offensive,4,Picture/Photo (x4),""
AFGSC,Squadron,Inappropriate/Offensive,4,Picture/Photo (x4),Office
AFGSC,Squadron,Inappropriate/Offensive,4,Picture/Photo (x4),Main Hallway
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Office
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Computer Lounge
AFGSC,Squadron,Inappropriate/Offensive,4,Artifact/Misc (x4),Computer Lounge
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,640,Picture/Photo - Digital (x640),Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,1,Artifact/Misc,"Vault Hallway Common Lockers"
AFGSC,Squadron,Inappropriate/Offensive,2,Artifact/Misc (x2),Mission Planning Room
AFGSC,Squadron,Inappropriate/Offensive,1,Picture/Photo,Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,150,Picture/Photo - Digital (x150),Heritage Room
AFGSC,Squadron,Inappropriate/Offensive,3,Picture/Photo (x3),Briefing Room
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Vault Hallway
AFGSC,Squadron,Inappropriate/Offensive,1,Poster/Print,Conference Room
AFGSC,Group,Inappropriate/Offensive,1,Picture/Photo,Office Lobby
AFGSC,Group,Inappropriate/Offensive,3,Picture/Photo (x3),Office Lobby
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 poster with girls in tight fitting shirts,Net admin office
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 AF Times with “Hot Shots 2013” calendar with women in provocative poses,Member’s office
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 challenge coin with innuendo,Member’s office
AFGSC,Squadron,Inappropriate/Offensive,2,- 2 refrigerator magnets  “put your big girl panties on and deal with it”,Female mbrs cubicle
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 pair of men’s “Superman” logo briefs on wall with “Man of Steal” imprinted,Female mbrs cubicle
AFGSC,Squadron,Inappropriate/Offensive,2,- 2 Truck driver hats with “wanna go home with me tonight”,Stan Eval room
AFGSC,Squadron,Inappropriate/Offensive,1,- 1 Wood block base of window trim with graphic obscenities written on,Entry control point
AFGSC,Squadron,Inappropriate/Offensive,1,"-- computer joke photo of vulgar male transvestite with caption “how to avoid entering the Army”",Shared Drive
AFGSC,Squadron,Inappropriate/Offensive,1,-- female in tank top shirt with cleavage,Shared Drive
