Name,Address,City,Category,Rating,URL
John & Joe's Pizzeria,749 Lydig Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/john-and-joes-pizzeria-bronx
Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
Green Light Cuisine,737 Lydig Ave,Bronx,Vegetarian,3.5,http://www.yelp.com/biz/green-light-cuisine-bronx
Venezia Pizzeria,1115 Astor Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/venezia-pizzeria-bronx
Mexico Magico,1761 Crosby Ave,Bronx,Mexican,4.0,http://www.yelp.com/biz/mexico-magico-bronx
EZ Grill NYC,790 Lydig Ave,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/ez-grill-nyc-bronx
Estrellita Poblana IV,45 Westchester Sq,Bronx,Mexican,4.0,http://www.yelp.com/biz/estrellita-poblana-iv-bronx
Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
900 Park,900 Morris Park Ave,Bronx,Italian,3.5,http://www.yelp.com/biz/900-park-bronx
Honey's Thai Pavilion,3036 Westchester Ave,Bronx,Thai,3.5,http://www.yelp.com/biz/honeys-thai-pavilion-bronx
Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
Caridad and Louie's Restaurant,1660 E Gun Hill Rd,Bronx,Italian,3.5,http://www.yelp.com/biz/caridad-and-louies-restaurant-bronx
Taqueria Tlaxcalli,2103 Starling Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/taqueria-tlaxcalli-bronx
Panera Bread,340 Baychester Ave,Bronx,Sandwiches,3.5,http://www.yelp.com/biz/panera-bread-bronx
Kiraku Sushi,1948 Williamsbridge Rd,Bronx,Sushi Bars,3.0,http://www.yelp.com/biz/kiraku-sushi-bronx
The Grill House,1991 Bronxdale Ave,Bronx,Middle Eastern,3.5,http://www.yelp.com/biz/the-grill-house-bronx
Dallas BBQ,2160 Bartow Ave,Bronx,Barbeque,2.5,http://www.yelp.com/biz/dallas-bbq-bronx-2
Seashore Restaurant & Marina,591 City Island Ave,Bronx,Seafood,3.0,http://www.yelp.com/biz/seashore-restaurant-and-marina-bronx
Johnny's Reef Restaurant,2 City Island Ave,New York,Seafood,3.5,http://www.yelp.com/biz/johnnys-reef-restaurant-new-york
Mexico Magico,1761 Crosby Ave,Bronx,Mexican,4.0,http://www.yelp.com/biz/mexico-magico-bronx
Honey's Thai Pavilion,3036 Westchester Ave,Bronx,Thai,3.5,http://www.yelp.com/biz/honeys-thai-pavilion-bronx
Patricia's of Tremont,3883 E Tremont Ave,Bronx,Pizza,3.5,http://www.yelp.com/biz/patricias-of-tremont-bronx
The Wicked Wolf,4029 E Tremont Ave,Bronx,Steakhouses,4.0,http://www.yelp.com/biz/the-wicked-wolf-bronx
La Lupita,3550 E Tremont Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/la-lupita-bronx
Sushi Q,1610 Crosby Ave,Bronx,Sushi Bars,3.5,http://www.yelp.com/biz/sushi-q-bronx
The Original Crab Shanty Restaurant,361 City Island Ave,Bronx,Seafood,3.5,http://www.yelp.com/biz/the-original-crab-shanty-restaurant-bronx
Loretta's Pizza,3276 Layton Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/lorettas-pizza-bronx
Ice House Cafe and Restaurant,140 Reynolds Ave,Bronx,Italian,3.5,http://www.yelp.com/biz/ice-house-cafe-and-restaurant-bronx-3
Muscle Maker Grill,4041 E Tremont Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/muscle-maker-grill-bronx
Louie & Ernie's Pizza,1300 Crosby Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/louie-and-ernies-pizza-bronx-2
Seafood City,459 City Island Ave,Bronx,Seafood,3.0,http://www.yelp.com/biz/seafood-city-bronx
Dallas BBQ,2160 Bartow Ave,Bronx,Barbeque,2.5,http://www.yelp.com/biz/dallas-bbq-bronx-2
Tony's Pier Restaurant,1 City Island Ave,Bronx,Seafood,3.0,http://www.yelp.com/biz/tonys-pier-restaurant-bronx
Panera Bread,340 Baychester Ave,Bronx,Sandwiches,3.5,http://www.yelp.com/biz/panera-bread-bronx
The Black Whale,279 City Island Ave,Bronx,American (New),3.5,http://www.yelp.com/biz/the-black-whale-bronx
Crosstown Diner,2880 Bruckner Blvd,Bronx,Diners,3.0,http://www.yelp.com/biz/crosstown-diner-bronx
Top Tortillas,3038 Buhre Ave,Bronx,Mexican,4.0,http://www.yelp.com/biz/top-tortillas-bronx
Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
Caridad Restaurant,135 W Kingsbridge Rd,Bronx,Latin American,4.0,http://www.yelp.com/biz/caridad-restaurant-bronx-2
Hola Espana,5586 Broadway,New York,Spanish,4.0,http://www.yelp.com/biz/hola-espana-new-york
Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
Mei Mei Restaurant,2833 Grand Concourse,Bronx,Chinese,4.0,http://www.yelp.com/biz/mei-mei-restaurant-bronx
Arthur Avenue Cafe,2329 Arthur Ave,Bronx,Coffee & Tea,4.0,http://www.yelp.com/biz/arthur-avenue-cafe-bronx
Greek Express,3733 Riverdale Ave,Bronx,Greek,4.5,http://www.yelp.com/biz/greek-express-bronx
P & K Grille,170 W 231st St,Bronx,Burgers,4.0,http://www.yelp.com/biz/p-and-k-grille-bronx-2
Loeser's Old Fashioned Kosher Deli,214 W 231st St,Bronx,Delis,4.5,http://www.yelp.com/biz/loesers-old-fashioned-kosher-deli-bronx
Picante Picante,156 W 231st St,Bronx,Mexican,4.5,http://www.yelp.com/biz/picante-picante-bronx-2
Sal's Pizzeria,3167 Bainbridge Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/sals-pizzeria-bronx
Com Tam Ninh Kieu,2641 Jerome Ave,Bronx,Vietnamese,4.0,http://www.yelp.com/biz/com-tam-ninh-kieu-bronx
Parrilla Latina Restaurant,2501 Webster Ave,Bronx,Latin American,3.0,http://www.yelp.com/biz/parrilla-latina-restaurant-bronx
The Bronx Beer Hall,2344 Arthur Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/the-bronx-beer-hall-bronx
Three Way Restaurant,384 E 188th St,Bronx,Latin American,4.0,http://www.yelp.com/biz/three-way-restaurant-bronx
Gyro King Foods Corporation,50 E Fordham Rd,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/gyro-king-foods-corporation-bronx
Pugsley Pizza,590 E 191st St,Bronx,Pizza,4.0,http://www.yelp.com/biz/pugsley-pizza-bronx
Grandpa's Brick Oven Pizza,4973 Broadway,New York,Pizza,4.0,http://www.yelp.com/biz/grandpas-brick-oven-pizza-new-york
John & Joe's Pizzeria,749 Lydig Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/john-and-joes-pizzeria-bronx
Caridad Restaurant,135 W Kingsbridge Rd,Bronx,Latin American,4.0,http://www.yelp.com/biz/caridad-restaurant-bronx-2
Grandpa's Brick Oven Pizza,4973 Broadway,New York,Pizza,4.0,http://www.yelp.com/biz/grandpas-brick-oven-pizza-new-york
Cachapas y Mas,107B Dyckman St,New York,Latin American,4.0,http://www.yelp.com/biz/cachapas-y-mas-new-york
Beans and Vines,4842 Broadway,New York,Coffee & Tea,4.5,http://www.yelp.com/biz/beans-and-vines-new-york
Elsa La Reina Del Chicharron,4840 Broadway,New York,Latin American,4.0,http://www.yelp.com/biz/elsa-la-reina-del-chicharron-new-york
Gyro King Foods Corporation,50 E Fordham Rd,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/gyro-king-foods-corporation-bronx
Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
La Piñata Mexican Grill,4930 Broadway,New York,Mexican,3.5,http://www.yelp.com/biz/la-pi%C3%B1ata-mexican-grill-new-york
Yummy Thai,4959 Broadway,New York,Thai,3.0,http://www.yelp.com/biz/yummy-thai-new-york
Com Tam Ninh Kieu,2641 Jerome Ave,Bronx,Vietnamese,4.0,http://www.yelp.com/biz/com-tam-ninh-kieu-bronx
Amy's Restaurant,586 W 207th St,New York,Chinese,3.5,http://www.yelp.com/biz/amys-restaurant-new-york
Golan Heights,2553 Amsterdam Ave,New York,Middle Eastern,4.5,http://www.yelp.com/biz/golan-heights-new-york
Yoly Restaurant,118 Featherbed Ln,Bronx,Latin American,4.0,http://www.yelp.com/biz/yoly-restaurant-bronx
Arthur Avenue Cafe,2329 Arthur Ave,Bronx,Coffee & Tea,4.0,http://www.yelp.com/biz/arthur-avenue-cafe-bronx
Three Way Restaurant,384 E 188th St,Bronx,Latin American,4.0,http://www.yelp.com/biz/three-way-restaurant-bronx
Hola Espana,5586 Broadway,New York,Spanish,4.0,http://www.yelp.com/biz/hola-espana-new-york
Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
Parrilla Latina Restaurant,2501 Webster Ave,Bronx,Latin American,3.0,http://www.yelp.com/biz/parrilla-latina-restaurant-bronx
Jimbos Hamburger,1 E Burnside Ave,Bronx,Burgers,3.5,http://www.yelp.com/biz/jimbos-hamburger-bronx
Yoly Restaurant,118 Featherbed Ln,Bronx,Latin American,4.0,http://www.yelp.com/biz/yoly-restaurant-bronx
Golan Heights,2553 Amsterdam Ave,New York,Middle Eastern,4.5,http://www.yelp.com/biz/golan-heights-new-york
Tasty Deli,4020 Broadway,New York,Delis,4.5,http://www.yelp.com/biz/tasty-deli-new-york-2
Cachapas y Mas,107B Dyckman St,New York,Latin American,4.0,http://www.yelp.com/biz/cachapas-y-mas-new-york
Tung Thong Thai Restaurant,561 W 169th St,New York,Thai,3.5,http://www.yelp.com/biz/tung-thong-thai-restaurant-new-york
Pick and Eat,4179 Broadway,New York,American (New),4.0,http://www.yelp.com/biz/pick-and-eat-new-york
Beans and Vines,4842 Broadway,New York,Coffee & Tea,4.5,http://www.yelp.com/biz/beans-and-vines-new-york
Chop Chop,501 W 184th St,New York,Kosher,3.5,http://www.yelp.com/biz/chop-chop-new-york
Margot Restaurant,3822 Broadway,New York,Latin American,4.5,http://www.yelp.com/biz/margot-restaurant-new-york
El Malecon Restaurant,4141 Bdwy,New York,Latin American,4.0,http://www.yelp.com/biz/el-malecon-restaurant-new-york-3
Elsa La Reina Del Chicharron,4840 Broadway,New York,Latin American,4.0,http://www.yelp.com/biz/elsa-la-reina-del-chicharron-new-york
Grandpa's Brick Oven Pizza,4973 Broadway,New York,Pizza,4.0,http://www.yelp.com/biz/grandpas-brick-oven-pizza-new-york
La Cabana Salvadorena,4384 Broadway,New York,Latin American,4.0,http://www.yelp.com/biz/la-cabana-salvadorena-new-york
Jimbos Hamburger,1 E Burnside Ave,Bronx,Burgers,3.5,http://www.yelp.com/biz/jimbos-hamburger-bronx
Galicia Restaurant,4083 Broadway,New York,Spanish,4.0,http://www.yelp.com/biz/galicia-restaurant-new-york
Caridad Restaurant,135 W Kingsbridge Rd,Bronx,Latin American,4.0,http://www.yelp.com/biz/caridad-restaurant-bronx-2
Tacos El Paisa,1548 Saint Nicholas Ave,New York,Mexican,4.0,http://www.yelp.com/biz/tacos-el-paisa-new-york
Gyro King Foods Corporation,50 E Fordham Rd,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/gyro-king-foods-corporation-bronx
Punto De Sabor,1466 Saint Nicholas Ave,New York,Caribbean,3.5,http://www.yelp.com/biz/punto-de-sabor-new-york
El Conde Restaurant,4139 Broadway,New York,Latin American,4.0,http://www.yelp.com/biz/el-conde-restaurant-new-york
Parrilla Latina Restaurant,2501 Webster Ave,Bronx,Latin American,3.0,http://www.yelp.com/biz/parrilla-latina-restaurant-bronx
Three Way Restaurant,384 E 188th St,Bronx,Latin American,4.0,http://www.yelp.com/biz/three-way-restaurant-bronx
Famous Giovanni's Pizza,2537 Webster Ave,Bronx,Pizza,5.0,http://www.yelp.com/biz/famous-giovannis-pizza-bronx-2
Applebee's Neighborhood Grill and Bar,4750-4758 3rd Ave,Bronx,American (Traditional),2.5,http://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-bronx-3
Tropical Fresh Restaurant,424 E Fordham Road,Bronx,Mexican,5.0,http://www.yelp.com/biz/tropical-fresh-restaurant-bronx
Kasike Mofongo House,2458 Webster Ave,Bronx,Caribbean,2.5,http://www.yelp.com/biz/kasike-mofongo-house-bronx
Golden Krust,2521 Webster Ave,Bronx,Caribbean,3.0,http://www.yelp.com/biz/golden-krust-bronx-4
Subway,460 E Fordham Rd,Bronx,Sandwiches,2.0,http://www.yelp.com/biz/subway-bronx-26
Applebee's,4750-4758 3rd Ave,Bronx,Sports Bars,3.0,http://www.yelp.com/biz/applebees-bronx-2
Ivana Pizzeria,2373 Arthur Ave Frnt,Bronx,Italian,3.5,http://www.yelp.com/biz/ivana-pizzeria-bronx
Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
Arthur Avenue Cafe,2329 Arthur Ave,Bronx,Coffee & Tea,4.0,http://www.yelp.com/biz/arthur-avenue-cafe-bronx
Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
El Nuevo Bohio Lechonera,791 E Tremont Ave,Bronx,Latin American,4.0,http://www.yelp.com/biz/el-nuevo-bohio-lechonera-bronx
The Bronx Beer Hall,2344 Arthur Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/the-bronx-beer-hall-bronx
Caridad Restaurant,135 W Kingsbridge Rd,Bronx,Latin American,4.0,http://www.yelp.com/biz/caridad-restaurant-bronx-2
Linda's Pizza,729 E Tremont Ave,Bronx,Pizza,5.0,http://www.yelp.com/biz/lindas-pizza-bronx-2
John & Joe's Pizzeria,749 Lydig Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/john-and-joes-pizzeria-bronx
Three Way Restaurant,384 E 188th St,Bronx,Latin American,4.0,http://www.yelp.com/biz/three-way-restaurant-bronx
Joe's Italian Deli,685 E 187th St,Bronx,Delis,4.5,http://www.yelp.com/biz/joes-italian-deli-bronx-2
Yoly Restaurant,118 Featherbed Ln,Bronx,Latin American,4.0,http://www.yelp.com/biz/yoly-restaurant-bronx
Parrilla Latina Restaurant,2501 Webster Ave,Bronx,Latin American,3.0,http://www.yelp.com/biz/parrilla-latina-restaurant-bronx
Tasty Deli,4020 Broadway,New York,Delis,4.5,http://www.yelp.com/biz/tasty-deli-new-york-2
Pugsley Pizza,590 E 191st St,Bronx,Pizza,4.0,http://www.yelp.com/biz/pugsley-pizza-bronx
Green Light Cuisine,737 Lydig Ave,Bronx,Vegetarian,3.5,http://www.yelp.com/biz/green-light-cuisine-bronx
Gyro King Foods Corporation,50 E Fordham Rd,Bronx,Mediterranean,4.5,http://www.yelp.com/biz/gyro-king-foods-corporation-bronx
Mei Mei Restaurant,2833 Grand Concourse,Bronx,Chinese,4.0,http://www.yelp.com/biz/mei-mei-restaurant-bronx
Emilio's Pizza,1051 Morris Park Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/emilios-pizza-bronx-2
Tung Thong Thai Restaurant,561 W 169th St,New York,Thai,3.5,http://www.yelp.com/biz/tung-thong-thai-restaurant-new-york
Tino's Delicatessen,2410 Arthur Ave,Bronx,Delis,4.5,http://www.yelp.com/biz/tinos-delicatessen-bronx
Mike's Deli,2344 Arthur Ave,Bronx,Caterers,4.5,http://www.yelp.com/biz/mikes-deli-bronx
Taqueria Tlaxcalli,2103 Starling Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/taqueria-tlaxcalli-bronx
Sabrosura Restaurant,1200 Castle Hill Ave,Bronx,Chinese,4.0,http://www.yelp.com/biz/sabrosura-restaurant-bronx
El Nuevo Bohio Lechonera,791 E Tremont Ave,Bronx,Latin American,4.0,http://www.yelp.com/biz/el-nuevo-bohio-lechonera-bronx
Emilio's Pizza,1051 Morris Park Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/emilios-pizza-bronx-2
Estrellita Poblana,2231 Westchester Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/estrellita-poblana-bronx
Michaelangelo's Little Italy,2477 Arthur Ave,Bronx,Lounges,4.0,http://www.yelp.com/biz/michaelangelos-little-italy-bronx
Arthur Avenue Cafe,2329 Arthur Ave,Bronx,Coffee & Tea,4.0,http://www.yelp.com/biz/arthur-avenue-cafe-bronx
John & Joe's Pizzeria,749 Lydig Ave,Bronx,Pizza,4.5,http://www.yelp.com/biz/john-and-joes-pizzeria-bronx
Neerob,2109 Starling Ave,Bronx,Indian,4.5,http://www.yelp.com/biz/neerob-bronx
Green Light Cuisine,737 Lydig Ave,Bronx,Vegetarian,3.5,http://www.yelp.com/biz/green-light-cuisine-bronx
900 Park,900 Morris Park Ave,Bronx,Italian,3.5,http://www.yelp.com/biz/900-park-bronx
Sorrento Pizzeria,2004 Williamsbridge Rd,Bronx,Pizza,4.5,http://www.yelp.com/biz/sorrento-pizzeria-bronx
Good To Go,1894 Eastchester Rd,Bronx,American (Traditional),3.5,http://www.yelp.com/biz/good-to-go-bronx
The Bronx Beer Hall,2344 Arthur Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/the-bronx-beer-hall-bronx
Estrellita Poblana IV,45 Westchester Sq,Bronx,Mexican,4.0,http://www.yelp.com/biz/estrellita-poblana-iv-bronx
The Grill House,1991 Bronxdale Ave,Bronx,Middle Eastern,3.5,http://www.yelp.com/biz/the-grill-house-bronx
Linda's Pizza,729 E Tremont Ave,Bronx,Pizza,5.0,http://www.yelp.com/biz/lindas-pizza-bronx-2
Jimmy's Cafe Restaurant,905 White Plains Rd,Bronx,Cafes,3.5,http://www.yelp.com/biz/jimmys-cafe-restaurant-bronx
Tasty Deli,4020 Broadway,New York,Delis,4.5,http://www.yelp.com/biz/tasty-deli-new-york-2
Tung Thong Thai Restaurant,561 W 169th St,New York,Thai,3.5,http://www.yelp.com/biz/tung-thong-thai-restaurant-new-york
Margot Restaurant,3822 Broadway,New York,Latin American,4.5,http://www.yelp.com/biz/margot-restaurant-new-york
Molino Rojo Restaurant,101 E 161st St,Bronx,Latin American,3.5,http://www.yelp.com/biz/molino-rojo-restaurant-bronx-2
Charles' Country Pan Fried Chicken,2839-2841 Frederick Douglass Blvd,New York,Southern,4.0,http://www.yelp.com/biz/charles-country-pan-fried-chicken-new-york
GoGo-Gi,3908 Broadway,New York,Korean,4.0,http://www.yelp.com/biz/gogo-gi-new-york
Yoly Restaurant,118 Featherbed Ln,Bronx,Latin American,4.0,http://www.yelp.com/biz/yoly-restaurant-bronx
Sam's Soul Food Restaurant Bar & Lounge,596-598 Grand Concourse,Bronx,Soul Food,3.5,http://www.yelp.com/biz/sams-soul-food-restaurant-bar-and-lounge-bronx
Las Palmas Deli Restaurant,3891 Broadway,New York,Mexican,4.0,http://www.yelp.com/biz/las-palmas-deli-restaurant-new-york-2
Franco's,295 E 149th St,New York,Juice Bars & Smoothies,4.5,http://www.yelp.com/biz/francos-new-york-2
Hard Rock Cafe,Yankee Stadium,Bronx,American (Traditional),3.5,http://www.yelp.com/biz/hard-rock-cafe-bronx
Jou Jou,603 W 168th St,New York,Coffee & Tea,3.0,http://www.yelp.com/biz/jou-jou-new-york
El Malecon Restaurant,4141 Bdwy,New York,Latin American,4.0,http://www.yelp.com/biz/el-malecon-restaurant-new-york-3
Strokos,1121 Saint Nicholas Ave,New York,Sandwiches,3.0,http://www.yelp.com/biz/strokos-new-york
NYY Steak,1 E 161st St,Bronx,Steakhouses,3.5,http://www.yelp.com/biz/nyy-steak-bronx
Pick and Eat,4179 Broadway,New York,American (New),4.0,http://www.yelp.com/biz/pick-and-eat-new-york
Shangri-La Restaurant,228 Fort Washington Ave,New York,Sandwiches,3.5,http://www.yelp.com/biz/shangri-la-restaurant-new-york
Galicia Restaurant,4083 Broadway,New York,Spanish,4.0,http://www.yelp.com/biz/galicia-restaurant-new-york
Chipotle Mexican Grill,4009 Broadway,New York,Mexican,2.5,http://www.yelp.com/biz/chipotle-mexican-grill-new-york-25
Coogan's,4015 Broadway,New York,American (Traditional),3.0,http://www.yelp.com/biz/coogans-new-york
Franco's,295 E 149th St,New York,Juice Bars & Smoothies,4.5,http://www.yelp.com/biz/francos-new-york-2
Sam's Soul Food Restaurant Bar & Lounge,596-598 Grand Concourse,Bronx,Soul Food,3.5,http://www.yelp.com/biz/sams-soul-food-restaurant-bar-and-lounge-bronx
Lucho Barrios Restaurant,516 Courtlandt Ave,Bronx,Latin American,4.0,http://www.yelp.com/biz/lucho-barrios-restaurant-bronx
Fresco Pizza and Pasta,560 E 149th St,Bronx,Italian,4.0,http://www.yelp.com/biz/fresco-pizza-and-pasta-bronx
Robles Pizzeria  & Restaurant,424 E 161 St,Bronx,Pizza,4.0,http://www.yelp.com/biz/robles-pizzeria-and-restaurant-bronx
Hard Rock Cafe,Yankee Stadium,Bronx,American (Traditional),3.5,http://www.yelp.com/biz/hard-rock-cafe-bronx
Molino Rojo Restaurant,101 E 161st St,Bronx,Latin American,3.5,http://www.yelp.com/biz/molino-rojo-restaurant-bronx-2
Angies Cafe & Pizza,2559 3rd Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/angies-cafe-and-pizza-bronx
Merry Land Chinese Buffet,511 E 163rd Street,Bronx,Chinese,3.5,http://www.yelp.com/biz/merry-land-chinese-buffet-bronx
Xochimilco Family Restaurant,653 Melrose Ave,Bronx,Mexican,3.5,http://www.yelp.com/biz/xochimilco-family-restaurant-bronx
Mexicozina,444 E 149th St,Bronx,Mexican,4.0,http://www.yelp.com/biz/mexicozina-bronx
Marisco Centro,610 Exterior St,New York,Spanish,3.0,http://www.yelp.com/biz/marisco-centro-new-york-2
El Nuevo Bohio,167th St & Webster Ave,Bronx,Spanish,3.5,http://www.yelp.com/biz/el-nuevo-bohio-bronx
NYY Steak,1 E 161st St,Bronx,Steakhouses,3.5,http://www.yelp.com/biz/nyy-steak-bronx
Charles' Country Pan Fried Chicken,2839-2841 Frederick Douglass Blvd,New York,Southern,4.0,http://www.yelp.com/biz/charles-country-pan-fried-chicken-new-york
Merry Land Chinese Restaurant,325 E 149th St,Bronx,Chinese,3.0,http://www.yelp.com/biz/merry-land-chinese-restaurant-bronx
La Morada Restaurant,308 Willis Ave,Bronx,Mexican,4.5,http://www.yelp.com/biz/la-morada-restaurant-bronx
Crown Donut Restaurant,79 E 161st St,Bronx,Diners,3.5,http://www.yelp.com/biz/crown-donut-restaurant-bronx
Real Azteca,1013 E 163rd St,Bronx,Mexican,3.5,http://www.yelp.com/biz/real-azteca-bronx
Giovanni's Restaurant,579 Grand Concourse,Bronx,Italian,3.5,http://www.yelp.com/biz/giovannis-restaurant-bronx
Franco's,295 E 149th St,New York,Juice Bars & Smoothies,4.5,http://www.yelp.com/biz/francos-new-york-2
Sam's Soul Food Restaurant Bar & Lounge,596-598 Grand Concourse,Bronx,Soul Food,3.5,http://www.yelp.com/biz/sams-soul-food-restaurant-bar-and-lounge-bronx
Angies Cafe & Pizza,2559 3rd Ave,Bronx,Pizza,4.0,http://www.yelp.com/biz/angies-cafe-and-pizza-bronx
Lucho Barrios Restaurant,516 Courtlandt Ave,Bronx,Latin American,4.0,http://www.yelp.com/biz/lucho-barrios-restaurant-bronx
Charlie's Place,1960 Madison Ave,New York,Sushi Bars,4.0,http://www.yelp.com/biz/charlies-place-new-york
Fresco Pizza and Pasta,560 E 149th St,Bronx,Italian,4.0,http://www.yelp.com/biz/fresco-pizza-and-pasta-bronx
Island Salad,22 E 125th St,New York,Sandwiches,4.0,http://www.yelp.com/biz/island-salad-new-york
Makana,2245 1st Ave,New York,Barbeque,3.5,http://www.yelp.com/biz/makana-new-york
Jacob Restaurant,373 Lenox Ave,New York,Soul Food,4.0,http://www.yelp.com/biz/jacob-restaurant-new-york-3
Charles' Country Pan Fried Chicken,2839-2841 Frederick Douglass Blvd,New York,Southern,4.0,http://www.yelp.com/biz/charles-country-pan-fried-chicken-new-york
Elsie's Caribbean Cafe,2291 7th Ave,New York,Caribbean,4.5,http://www.yelp.com/biz/elsies-caribbean-cafe-new-york-2
Mama's Restaurant,2347 2nd Ave,New York,Caribbean,5.0,http://www.yelp.com/biz/mamas-restaurant-new-york
Keur Sokhna Restaurant,2249 Adam Clayton Powell Jr Blvd,Harlem,Senegalese,4.0,http://www.yelp.com/biz/keur-sokhna-restaurant-harlem
